Year,Project,Trip Number,ADFG Number,Vessel Name,Trip Comments,Effort Number,Groundfish Stat Area,Station Number,Start Latitude Decimal Degrees,Start Longitude Decimal Degrees,End Latitude Decimal Degrees,End Longitude Decimal Degrees,Time Second Anchor Overboard,Time First Anchor Onboard,Time Second Anchor Onboard,Soak Time,Haul Back Order,Number of Pots Set,Number of Pots Retrieved,Pot Type,Start Depth Fathoms,End Depth Fathoms,Average Depth Fathoms,Substrate Type,Effort Comments,Pot Number in Order Set,Pot Number in Order Hauled,Depth Fathoms,Pot Type,Pot Lost or Compromised,Subset Comments,Specimen Number,Tag Batch Number,Tag Number,Species Code,Species,Length Type Code,Length Millimeters,Release Condition Code,Release Condition,Discard Status Code,Discard Status,Specimen Comments
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,9,9,200,Sm. Slinky,N,,126,31,119600,710,Sablefish,1,570,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,9,9,200,Sm. Slinky,N,,127,31,119601,710,Sablefish,1,540,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,9,9,200,Sm. Slinky,N,,128,31,119602,710,Sablefish,1,540,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,9,9,200,Sm. Slinky,N,,623,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,9,9,200,Sm. Slinky,N,,624,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,10,10,200,Lg. Slinky,N,,129,31,119603,710,Sablefish,1,600,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,10,10,200,Lg. Slinky,N,,130,31,119604,710,Sablefish,1,600,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,10,10,200,Lg. Slinky,N,,131,31,119605,710,Sablefish,1,540,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,10,10,200,Lg. Slinky,N,,132,31,119606,710,Sablefish,1,650,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,10,10,200,Lg. Slinky,N,,133,31,119607,710,Sablefish,1,570,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,10,10,200,Lg. Slinky,N,,134,31,119608,710,Sablefish,1,630,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,10,10,200,Lg. Slinky,N,,135,31,119609,710,Sablefish,1,640,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,10,10,200,Lg. Slinky,N,,136,31,119610,710,Sablefish,1,560,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,10,10,200,Lg. Slinky,N,,137,31,119611,710,Sablefish,1,590,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,10,10,200,Lg. Slinky,N,,138,31,119612,710,Sablefish,1,630,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,10,10,200,Lg. Slinky,N,,139,31,119613,710,Sablefish,1,510,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,10,10,200,Lg. Slinky,N,,140,31,119614,710,Sablefish,1,570,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,10,10,200,Lg. Slinky,N,,141,31,119615,710,Sablefish,1,590,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,10,10,200,Lg. Slinky,N,,142,31,119616,710,Sablefish,1,610,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,10,10,200,Lg. Slinky,N,,143,31,119617,710,Sablefish,1,610,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,10,10,200,Lg. Slinky,N,,625,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,10,10,200,Lg. Slinky,N,,626,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,10,10,200,Lg. Slinky,N,,627,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,10,10,200,Lg. Slinky,N,,628,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,10,10,200,Lg. Slinky,N,,629,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,11,11,200,Sm. Slinky,N,,144,31,119618,710,Sablefish,1,570,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,11,11,200,Sm. Slinky,N,,145,31,119619,710,Sablefish,1,600,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,11,11,200,Sm. Slinky,N,,146,31,119620,710,Sablefish,1,520,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,11,11,200,Sm. Slinky,N,,147,31,119621,710,Sablefish,1,610,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,11,11,200,Sm. Slinky,N,,148,31,119622,710,Sablefish,1,570,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,11,11,200,Sm. Slinky,N,,149,31,119623,710,Sablefish,1,580,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,11,11,200,Sm. Slinky,N,,150,31,119624,710,Sablefish,1,650,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,11,11,200,Sm. Slinky,N,,151,31,119625,710,Sablefish,1,630,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,11,11,200,Sm. Slinky,N,,152,31,119626,710,Sablefish,1,600,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,11,11,200,Sm. Slinky,N,,153,31,119627,710,Sablefish,1,530,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,11,11,200,Sm. Slinky,N,,154,31,119628,710,Sablefish,1,600,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,12,12,200,Lg. Slinky,N,,155,31,119629,710,Sablefish,1,620,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,12,12,200,Lg. Slinky,N,,156,31,119630,710,Sablefish,1,650,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,12,12,200,Lg. Slinky,N,,157,31,119631,710,Sablefish,1,610,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,12,12,200,Lg. Slinky,N,,158,31,119632,710,Sablefish,1,620,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,12,12,200,Lg. Slinky,N,,159,31,119633,710,Sablefish,1,570,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,12,12,200,Lg. Slinky,N,,160,31,119634,710,Sablefish,1,610,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,12,12,200,Lg. Slinky,N,,161,31,119635,710,Sablefish,1,560,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,12,12,200,Lg. Slinky,N,,162,31,119636,710,Sablefish,1,670,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,12,12,200,Lg. Slinky,N,,163,31,119637,710,Sablefish,1,650,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,12,12,200,Lg. Slinky,N,,164,31,119638,710,Sablefish,1,630,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,12,12,200,Lg. Slinky,N,,165,31,119639,710,Sablefish,1,540,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,12,12,200,Lg. Slinky,N,,166,31,119640,710,Sablefish,1,550,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,12,12,200,Lg. Slinky,N,,167,31,119641,710,Sablefish,1,530,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,12,12,200,Lg. Slinky,N,,168,31,119642,710,Sablefish,1,520,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,12,12,200,Lg. Slinky,N,,169,31,119643,710,Sablefish,1,540,1,Presumed healthy,5,Tagged and released,
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,12,12,200,Lg. Slinky,N,,630,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,12,12,200,Lg. Slinky,N,,631,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,12,12,200,Lg. Slinky,N,,632,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,12,12,200,Lg. Slinky,N,,633,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,5,325431,125,54.51915,-132.3111,54.518983,-132.337,5/26/2023 5:41,5/26/2023 12:49,5/26/2023 17:01,7:08,Same,40,40,Multiple,200,202,201,Mixed,Mixed rock/sand substrate. Pot #38 had one escape ring open.,12,12,200,Lg. Slinky,N,,634,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
