year,Source,Sex,age,n,proportion,Age
2005,LL fishery,Male,10,33,0.06574,10
2006,LL fishery,Male,10,45,0.0745,10
2007,LL fishery,Male,10,38,0.07451,10
2008,LL fishery,Male,10,49,0.09478,10
2009,LL fishery,Male,10,26,0.05058,10
2010,LL fishery,Male,10,35,0.06387,10
2011,LL fishery,Male,10,20,0.03656,10
2012,LL fishery,Male,10,23,0.03833,10
2013,LL fishery,Male,10,36,0.05521,10
2014,LL fishery,Male,10,23,0.041,10
2015,LL fishery,Male,10,21,0.04667,10
2016,LL fishery,Male,10,19,0.038,10
2017,LL fishery,Male,10,19,0.0322,10
2018,LL fishery,Male,10,13,0.02584,10
2019,LL fishery,Male,10,11,0.02236,10
2020,LL fishery,Male,10,12,0.02348,10
2021,LL fishery,Male,10,9,0.03766,10
2022,LL fishery,Male,10,4,0.01262,10
2002,LL survey,Male,10,13,0.03779,10
2003,LL survey,Male,10,47,0.11929,10
2004,LL survey,Male,10,35,0.10234,10
2005,LL survey,Male,10,31,0.0847,10
2006,LL survey,Male,10,35,0.11076,10
2007,LL survey,Male,10,25,0.07599,10
2008,LL survey,Male,10,24,0.08889,10
2009,LL survey,Male,10,15,0.05929,10
2010,LL survey,Male,10,11,0.0386,10
2011,LL survey,Male,10,17,0.05466,10
2012,LL survey,Male,10,8,0.02508,10
2013,LL survey,Male,10,12,0.04286,10
2014,LL survey,Male,10,17,0.06182,10
2015,LL survey,Male,10,6,0.02985,10
2016,LL survey,Male,10,10,0.04219,10
2017,LL survey,Male,10,9,0.036,10
2018,LL survey,Male,10,6,0.02791,10
2019,LL survey,Male,10,6,0.0303,10
2020,LL survey,Male,10,8,0.03347,10
2021,LL survey,Male,10,1,0.00365,10
2022,LL survey,Male,10,7,0.0228,10
1997,LL survey,Male,10,7,0.02602,10
1998,LL survey,Male,10,8,0.05229,10
1999,LL survey,Male,10,4,0.02778,10
2000,LL survey,Male,10,5,0.02874,10
2001,LL survey,Male,10,12,0.04598,10
2022,Pot fishery,Male,10,2,0.02564,10
2002,LL fishery,Sex combined,10,142,0.0632,10
2003,LL fishery,Sex combined,10,103,0.05809,10
2004,LL fishery,Sex combined,10,134,0.05921,10
2005,LL fishery,Sex combined,10,137,0.07847,10
2006,LL fishery,Sex combined,10,153,0.09151,10
2007,LL fishery,Sex combined,10,126,0.08439,10
2008,LL fishery,Sex combined,10,173,0.113,10
2009,LL fishery,Sex combined,10,89,0.05709,10
2010,LL fishery,Sex combined,10,105,0.06876,10
2011,LL fishery,Sex combined,10,63,0.043,10
2012,LL fishery,Sex combined,10,80,0.05253,10
2013,LL fishery,Sex combined,10,73,0.05581,10
2014,LL fishery,Sex combined,10,63,0.04709,10
2015,LL fishery,Sex combined,10,63,0.05237,10
2016,LL fishery,Sex combined,10,65,0.046,10
2017,LL fishery,Sex combined,10,51,0.03592,10
2018,LL fishery,Sex combined,10,41,0.03123,10
2019,LL fishery,Sex combined,10,45,0.0347,10
2020,LL fishery,Sex combined,10,32,0.02471,10
2021,LL fishery,Sex combined,10,27,0.03664,10
2022,LL fishery,Sex combined,10,28,0.02467,10
2002,LL survey,Sex combined,10,25,0.03918,10
2003,LL survey,Sex combined,10,91,0.11667,10
2004,LL survey,Sex combined,10,76,0.10312,10
2005,LL survey,Sex combined,10,76,0.08756,10
2006,LL survey,Sex combined,10,98,0.13388,10
2007,LL survey,Sex combined,10,59,0.08005,10
2008,LL survey,Sex combined,10,58,0.09571,10
2009,LL survey,Sex combined,10,56,0.09061,10
2010,LL survey,Sex combined,10,28,0.04628,10
2011,LL survey,Sex combined,10,34,0.0503,10
2012,LL survey,Sex combined,10,30,0.04144,10
2013,LL survey,Sex combined,10,28,0.05234,10
2014,LL survey,Sex combined,10,42,0.075,10
2015,LL survey,Sex combined,10,27,0.05499,10
2016,LL survey,Sex combined,10,29,0.05254,10
2017,LL survey,Sex combined,10,24,0.0402,10
2018,LL survey,Sex combined,10,17,0.03025,10
2019,LL survey,Sex combined,10,11,0.02355,10
2020,LL survey,Sex combined,10,15,0.02443,10
2021,LL survey,Sex combined,10,4,0.00622,10
2022,LL survey,Sex combined,10,19,0.02941,10
1997,LL survey,Sex combined,10,19,0.0364,10
1998,LL survey,Sex combined,10,17,0.04871,10
1999,LL survey,Sex combined,10,7,0.02564,10
2000,LL survey,Sex combined,10,14,0.03684,10
2001,LL survey,Sex combined,10,21,0.04751,10
2022,Pot fishery,Sex combined,10,17,0.05045,10
2002,LL fishery,Female,11,68,0.05493,11
2003,LL fishery,Female,11,49,0.04818,11
2004,LL fishery,Female,11,71,0.04696,11
2005,LL fishery,Female,11,68,0.05466,11
2006,LL fishery,Female,11,83,0.07772,11
2007,LL fishery,Female,11,98,0.09969,11
2008,LL fishery,Female,11,98,0.09665,11
2009,LL fishery,Female,11,104,0.09952,11
2010,LL fishery,Female,11,84,0.0858,11
2011,LL fishery,Female,11,50,0.05447,11
2012,LL fishery,Female,11,58,0.06284,11
2013,LL fishery,Female,11,28,0.04268,11
2014,LL fishery,Female,11,42,0.05405,11
2015,LL fishery,Female,11,39,0.05179,11
2016,LL fishery,Female,11,37,0.04053,11
2017,LL fishery,Female,11,42,0.0506,11
2018,LL fishery,Female,11,40,0.04938,11
2019,LL fishery,Female,11,20,0.02484,11
2020,LL fishery,Female,11,19,0.02423,11
2021,LL fishery,Female,11,8,0.01606,11
2022,LL fishery,Female,11,17,0.02078,11
2002,LL survey,Female,11,18,0.06122,11
2003,LL survey,Female,11,20,0.05181,11
2004,LL survey,Female,11,30,0.07595,11
2005,LL survey,Female,11,30,0.05976,11
2006,LL survey,Female,11,38,0.09135,11
2007,LL survey,Female,11,31,0.07598,11
2008,LL survey,Female,11,29,0.08631,11
2009,LL survey,Female,11,28,0.07671,11
2010,LL survey,Female,11,23,0.07187,11
2011,LL survey,Female,11,17,0.04658,11
2012,LL survey,Female,11,15,0.03704,11
2013,LL survey,Female,11,6,0.02353,11
2014,LL survey,Female,11,18,0.06316,11
2015,LL survey,Female,11,18,0.06207,11
2016,LL survey,Female,11,14,0.04444,11
2017,LL survey,Female,11,10,0.02882,11
2018,LL survey,Female,11,13,0.03746,11
2019,LL survey,Female,11,11,0.04089,11
2020,LL survey,Female,11,8,0.021329999999999998,11
2021,LL survey,Female,11,1,0.00271,11
2022,LL survey,Female,11,6,0.0177,11
1997,LL survey,Female,11,10,0.03953,11
1998,LL survey,Female,11,7,0.03571,11
1999,LL survey,Female,11,2,0.0155,11
2000,LL survey,Female,11,8,0.03883,11
2001,LL survey,Female,11,9,0.04972,11
2022,Pot fishery,Female,11,10,0.03861,11
2002,LL fishery,Male,11,40,0.03964,11
2003,LL fishery,Male,11,29,0.03836,11
2004,LL fishery,Male,11,25,0.03329,11
2005,LL fishery,Male,11,36,0.07171,11
2006,LL fishery,Male,11,43,0.07119,11
2007,LL fishery,Male,11,31,0.06078,11
2008,LL fishery,Male,11,41,0.0793,11
2009,LL fishery,Male,11,40,0.07782,11
2010,LL fishery,Male,11,33,0.06022,11
2011,LL fishery,Male,11,19,0.03473,11
2012,LL fishery,Male,11,26,0.04333,11
2013,LL fishery,Male,11,37,0.05675,11
2014,LL fishery,Male,11,26,0.04635,11
2015,LL fishery,Male,11,14,0.03111,11
2016,LL fishery,Male,11,21,0.042,11
2017,LL fishery,Male,11,18,0.03051,11
2018,LL fishery,Male,11,19,0.03777,11
2019,LL fishery,Male,11,15,0.03049,11
2020,LL fishery,Male,11,11,0.02153,11
2021,LL fishery,Male,11,4,0.01674,11
2022,LL fishery,Male,11,11,0.0347,11
2002,LL survey,Male,11,18,0.05233,11
2003,LL survey,Male,11,11,0.02792,11
2004,LL survey,Male,11,15,0.04386,11
2005,LL survey,Male,11,24,0.06557,11
2006,LL survey,Male,11,34,0.10759,11
2007,LL survey,Male,11,18,0.05471,11
2008,LL survey,Male,11,21,0.07778,11
2009,LL survey,Male,11,23,0.09091,11
2010,LL survey,Male,11,20,0.07018,11
2011,LL survey,Male,11,12,0.03859,11
2012,LL survey,Male,11,12,0.03762,11
2013,LL survey,Male,11,17,0.06071,11
2014,LL survey,Male,11,17,0.06182,11
2015,LL survey,Male,11,10,0.04975,11
2016,LL survey,Male,11,8,0.03376,11
2017,LL survey,Male,11,7,0.028,11
2018,LL survey,Male,11,10,0.04651,11
2019,LL survey,Male,11,8,0.0404,11
2020,LL survey,Male,11,5,0.02092,11
2021,LL survey,Male,11,1,0.00365,11
2022,LL survey,Male,11,7,0.0228,11
1997,LL survey,Male,11,9,0.03346,11
1998,LL survey,Male,11,2,0.01307,11
1999,LL survey,Male,11,2,0.01389,11
2000,LL survey,Male,11,5,0.02874,11
2001,LL survey,Male,11,7,0.02682,11
2022,Pot fishery,Male,11,0,0,11
2002,LL fishery,Sex combined,11,108,0.04806,11
2003,LL fishery,Sex combined,11,78,0.04399,11
2004,LL fishery,Sex combined,11,96,0.04242,11
2005,LL fishery,Sex combined,11,104,0.05956,11
2006,LL fishery,Sex combined,11,126,0.07536,11
2007,LL fishery,Sex combined,11,129,0.0864,11
2008,LL fishery,Sex combined,11,139,0.09079,11
2009,LL fishery,Sex combined,11,144,0.09237,11
2010,LL fishery,Sex combined,11,117,0.07662,11
2011,LL fishery,Sex combined,11,69,0.0471,11
2012,LL fishery,Sex combined,11,84,0.05515,11
2013,LL fishery,Sex combined,11,65,0.04969,11
2014,LL fishery,Sex combined,11,68,0.05082,11
2015,LL fishery,Sex combined,11,53,0.04406,11
2016,LL fishery,Sex combined,11,58,0.04105,11
2017,LL fishery,Sex combined,11,60,0.04225,11
2018,LL fishery,Sex combined,11,59,0.04494,11
2019,LL fishery,Sex combined,11,35,0.02699,11
2020,LL fishery,Sex combined,11,30,0.02317,11
2021,LL fishery,Sex combined,11,12,0.01628,11
2022,LL fishery,Sex combined,11,28,0.02467,11
2002,LL survey,Sex combined,11,36,0.05643,11
2003,LL survey,Sex combined,11,31,0.03974,11
2004,LL survey,Sex combined,11,45,0.06106,11
2005,LL survey,Sex combined,11,54,0.06221,11
2006,LL survey,Sex combined,11,72,0.09836,11
2007,LL survey,Sex combined,11,49,0.06649,11
2008,LL survey,Sex combined,11,50,0.08251,11
2009,LL survey,Sex combined,11,51,0.08252,11
2010,LL survey,Sex combined,11,43,0.07107,11
2011,LL survey,Sex combined,11,29,0.0429,11
2012,LL survey,Sex combined,11,27,0.03729,11
2013,LL survey,Sex combined,11,23,0.04299,11
2014,LL survey,Sex combined,11,35,0.0625,11
2015,LL survey,Sex combined,11,28,0.05703,11
2016,LL survey,Sex combined,11,22,0.03986,11
2017,LL survey,Sex combined,11,17,0.02848,11
2018,LL survey,Sex combined,11,23,0.04093,11
2019,LL survey,Sex combined,11,19,0.04069,11
2020,LL survey,Sex combined,11,13,0.02117,11
2021,LL survey,Sex combined,11,2,0.00311,11
2022,LL survey,Sex combined,11,13,0.02012,11
1997,LL survey,Sex combined,11,19,0.0364,11
1998,LL survey,Sex combined,11,9,0.02579,11
1999,LL survey,Sex combined,11,4,0.01465,11
2000,LL survey,Sex combined,11,13,0.03421,11
2001,LL survey,Sex combined,11,16,0.0362,11
2022,Pot fishery,Sex combined,11,10,0.02967,11
2002,LL fishery,Female,12,58,0.04685,12
2003,LL fishery,Female,12,22,0.02163,12
2004,LL fishery,Female,12,43,0.02844,12
2005,LL fishery,Female,12,47,0.03778,12
2006,LL fishery,Female,12,64,0.05993,12
2007,LL fishery,Female,12,79,0.08037,12
2008,LL fishery,Female,12,76,0.07495,12
2009,LL fishery,Female,12,86,0.0823,12
2010,LL fishery,Female,12,86,0.08784,12
2011,LL fishery,Female,12,58,0.06318,12
2012,LL fishery,Female,12,69,0.07476,12
2013,LL fishery,Female,12,42,0.06402,12
2014,LL fishery,Female,12,48,0.06178,12
2015,LL fishery,Female,12,43,0.0571,12
2016,LL fishery,Female,12,44,0.04819,12
2017,LL fishery,Female,12,40,0.04819,12
2018,LL fishery,Female,12,29,0.0358,12
2019,LL fishery,Female,12,32,0.03975,12
2020,LL fishery,Female,12,11,0.01403,12
2021,LL fishery,Female,12,5,0.01004,12
2022,LL fishery,Female,12,21,0.02567,12
2002,LL survey,Female,12,8,0.02721,12
2003,LL survey,Female,12,16,0.04145,12
2004,LL survey,Female,12,12,0.03038,12
2005,LL survey,Female,12,32,0.06375,12
2006,LL survey,Female,12,30,0.07212,12
2007,LL survey,Female,12,24,0.05882,12
2008,LL survey,Female,12,35,0.10417,12
2009,LL survey,Female,12,33,0.09041,12
2010,LL survey,Female,12,31,0.09688,12
2011,LL survey,Female,12,14,0.03836,12
2012,LL survey,Female,12,19,0.04691,12
2013,LL survey,Female,12,15,0.05882,12
2014,LL survey,Female,12,17,0.05965,12
2015,LL survey,Female,12,23,0.07931,12
2016,LL survey,Female,12,9,0.02857,12
2017,LL survey,Female,12,11,0.0317,12
2018,LL survey,Female,12,13,0.03746,12
2019,LL survey,Female,12,9,0.03346,12
2020,LL survey,Female,12,7,0.01867,12
2021,LL survey,Female,12,5,0.01355,12
2022,LL survey,Female,12,7,0.02065,12
1997,LL survey,Female,12,8,0.03162,12
1998,LL survey,Female,12,7,0.03571,12
1999,LL survey,Female,12,1,0.00775,12
2000,LL survey,Female,12,5,0.02427,12
2001,LL survey,Female,12,7,0.03867,12
2022,Pot fishery,Female,12,2,0.00772,12
2002,LL fishery,Male,12,26,0.02577,12
2003,LL fishery,Male,12,20,0.02646,12
2004,LL fishery,Male,12,18,0.02397,12
2005,LL fishery,Male,12,14,0.02789,12
2006,LL fishery,Male,12,24,0.03974,12
2007,LL fishery,Male,12,28,0.0549,12
2008,LL fishery,Male,12,29,0.05609,12
2009,LL fishery,Male,12,32,0.06226,12
2010,LL fishery,Male,12,34,0.06204,12
2011,LL fishery,Male,12,22,0.04022,12
2012,LL fishery,Male,12,28,0.04667,12
2013,LL fishery,Male,12,41,0.06288,12
2014,LL fishery,Male,12,37,0.06595,12
2015,LL fishery,Male,12,19,0.04222,12
2016,LL fishery,Male,12,15,0.03,12
2017,LL fishery,Male,12,22,0.03729,12
2018,LL fishery,Male,12,16,0.03181,12
2019,LL fishery,Male,12,19,0.03862,12
2020,LL fishery,Male,12,15,0.02935,12
2021,LL fishery,Male,12,4,0.01674,12
2022,LL fishery,Male,12,4,0.01262,12
2002,LL survey,Male,12,3,0.00872,12
2003,LL survey,Male,12,10,0.02538,12
2004,LL survey,Male,12,11,0.03216,12
2005,LL survey,Male,12,12,0.03279,12
2006,LL survey,Male,12,17,0.0538,12
2007,LL survey,Male,12,16,0.04863,12
2008,LL survey,Male,12,21,0.07778,12
2009,LL survey,Male,12,17,0.06719,12
2010,LL survey,Male,12,25,0.08772,12
2011,LL survey,Male,12,16,0.05145,12
2012,LL survey,Male,12,11,0.03448,12
2013,LL survey,Male,12,15,0.05357,12
2014,LL survey,Male,12,8,0.02909,12
2015,LL survey,Male,12,8,0.0398,12
2016,LL survey,Male,12,5,0.0211,12
2017,LL survey,Male,12,10,0.04,12
2018,LL survey,Male,12,5,0.02326,12
2019,LL survey,Male,12,6,0.0303,12
2020,LL survey,Male,12,5,0.02092,12
2021,LL survey,Male,12,1,0.00365,12
2022,LL survey,Male,12,1,0.00326,12
1997,LL survey,Male,12,9,0.03346,12
1998,LL survey,Male,12,4,0.02614,12
1999,LL survey,Male,12,0,0,12
2000,LL survey,Male,12,2,0.01149,12
2001,LL survey,Male,12,11,0.04215,12
2022,Pot fishery,Male,12,0,0,12
2002,LL fishery,Sex combined,12,84,0.03738,12
2003,LL fishery,Sex combined,12,42,0.02369,12
2004,LL fishery,Sex combined,12,61,0.02696,12
2005,LL fishery,Sex combined,12,61,0.03494,12
2006,LL fishery,Sex combined,12,88,0.05263,12
2007,LL fishery,Sex combined,12,107,0.07167,12
2008,LL fishery,Sex combined,12,105,0.06858,12
2009,LL fishery,Sex combined,12,118,0.07569,12
2010,LL fishery,Sex combined,12,120,0.07859,12
2011,LL fishery,Sex combined,12,80,0.05461,12
2012,LL fishery,Sex combined,12,97,0.06369,12
2013,LL fishery,Sex combined,12,83,0.06346,12
2014,LL fishery,Sex combined,12,85,0.06353,12
2015,LL fishery,Sex combined,12,62,0.05154,12
2016,LL fishery,Sex combined,12,59,0.04176,12
2017,LL fishery,Sex combined,12,62,0.04366,12
2018,LL fishery,Sex combined,12,45,0.03427,12
2019,LL fishery,Sex combined,12,51,0.03932,12
2020,LL fishery,Sex combined,12,26,0.02008,12
2021,LL fishery,Sex combined,12,9,0.01221,12
2022,LL fishery,Sex combined,12,25,0.02203,12
2002,LL survey,Sex combined,12,11,0.01724,12
2003,LL survey,Sex combined,12,26,0.03333,12
2004,LL survey,Sex combined,12,23,0.03121,12
2005,LL survey,Sex combined,12,44,0.05069,12
2006,LL survey,Sex combined,12,47,0.06421,12
2007,LL survey,Sex combined,12,40,0.05427,12
2008,LL survey,Sex combined,12,56,0.09241,12
2009,LL survey,Sex combined,12,50,0.08091,12
2010,LL survey,Sex combined,12,56,0.09256,12
2011,LL survey,Sex combined,12,30,0.04438,12
2012,LL survey,Sex combined,12,30,0.04144,12
2013,LL survey,Sex combined,12,30,0.05607,12
2014,LL survey,Sex combined,12,25,0.04464,12
2015,LL survey,Sex combined,12,31,0.06314,12
2016,LL survey,Sex combined,12,14,0.02536,12
2017,LL survey,Sex combined,12,21,0.03518,12
2018,LL survey,Sex combined,12,18,0.03203,12
2019,LL survey,Sex combined,12,15,0.03212,12
2020,LL survey,Sex combined,12,12,0.01954,12
2021,LL survey,Sex combined,12,6,0.00933,12
2022,LL survey,Sex combined,12,8,0.01238,12
1997,LL survey,Sex combined,12,17,0.03257,12
1998,LL survey,Sex combined,12,11,0.03152,12
1999,LL survey,Sex combined,12,1,0.00366,12
2000,LL survey,Sex combined,12,7,0.01842,12
2001,LL survey,Sex combined,12,18,0.04072,12
2022,Pot fishery,Sex combined,12,2,0.00593,12
2002,LL fishery,Female,13,63,0.05089,13
2003,LL fishery,Female,13,22,0.02163,13
2004,LL fishery,Female,13,23,0.01521,13
2005,LL fishery,Female,13,31,0.02492,13
2006,LL fishery,Female,13,44,0.0412,13
2007,LL fishery,Female,13,32,0.03255,13
2008,LL fishery,Female,13,58,0.0572,13
2009,LL fishery,Female,13,92,0.08804,13
2010,LL fishery,Female,13,91,0.09295,13
2011,LL fishery,Female,13,81,0.08824,13
2012,LL fishery,Female,13,73,0.07909,13
2013,LL fishery,Female,13,33,0.0503,13
2014,LL fishery,Female,13,42,0.05405,13
2015,LL fishery,Female,13,38,0.05046,13
2016,LL fishery,Female,13,41,0.04491,13
2017,LL fishery,Female,13,32,0.03855,13
2018,LL fishery,Female,13,29,0.0358,13
2019,LL fishery,Female,13,33,0.04099,13
2020,LL fishery,Female,13,19,0.02423,13
2021,LL fishery,Female,13,6,0.01205,13
2022,LL fishery,Female,13,9,0.011,13
2002,LL survey,Female,13,7,0.02381,13
2003,LL survey,Female,13,14,0.03627,13
2004,LL survey,Female,13,18,0.04557,13
2005,LL survey,Female,13,17,0.03386,13
2006,LL survey,Female,13,24,0.05769,13
2007,LL survey,Female,13,15,0.03676,13
2008,LL survey,Female,13,30,0.08929,13
2009,LL survey,Female,13,13,0.03562,13
2010,LL survey,Female,13,30,0.09375,13
2011,LL survey,Female,13,22,0.06027,13
2012,LL survey,Female,13,27,0.06667,13
2013,LL survey,Female,13,15,0.05882,13
2014,LL survey,Female,13,8,0.02807,13
2015,LL survey,Female,13,13,0.04483,13
2016,LL survey,Female,13,13,0.04127,13
2017,LL survey,Female,13,10,0.02882,13
2018,LL survey,Female,13,12,0.03458,13
2019,LL survey,Female,13,5,0.01859,13
2020,LL survey,Female,13,9,0.024,13
2021,LL survey,Female,13,0,0,13
2022,LL survey,Female,13,1,0.00295,13
1997,LL survey,Female,13,10,0.03953,13
1998,LL survey,Female,13,8,0.04082,13
1999,LL survey,Female,13,4,0.03101,13
2000,LL survey,Female,13,6,0.02913,13
2001,LL survey,Female,13,4,0.0221,13
2022,Pot fishery,Female,13,3,0.01158,13
2002,LL fishery,Male,13,35,0.03469,13
2003,LL fishery,Male,13,16,0.02116,13
2004,LL fishery,Male,13,18,0.02397,13
2005,LL fishery,Male,13,15,0.02988,13
2006,LL fishery,Male,13,21,0.03477,13
2007,LL fishery,Male,13,22,0.04314,13
2008,LL fishery,Male,13,32,0.0619,13
2009,LL fishery,Male,13,28,0.05447,13
2010,LL fishery,Male,13,23,0.04197,13
2011,LL fishery,Male,13,33,0.06033,13
2012,LL fishery,Male,13,26,0.04333,13
2013,LL fishery,Male,13,27,0.04141,13
2014,LL fishery,Male,13,23,0.041,13
2015,LL fishery,Male,13,17,0.03778,13
2016,LL fishery,Male,13,12,0.024,13
2017,LL fishery,Male,13,25,0.04237,13
2018,LL fishery,Male,13,15,0.02982,13
2019,LL fishery,Male,13,14,0.02846,13
2020,LL fishery,Male,13,10,0.01957,13
2021,LL fishery,Male,13,4,0.01674,13
2022,LL fishery,Male,13,1,0.00315,13
2002,LL survey,Male,13,4,0.01163,13
2003,LL survey,Male,13,9,0.02284,13
2004,LL survey,Male,13,14,0.04094,13
2005,LL survey,Male,13,17,0.04645,13
2006,LL survey,Male,13,14,0.0443,13
2007,LL survey,Male,13,9,0.02736,13
2008,LL survey,Male,13,12,0.04444,13
2009,LL survey,Male,13,16,0.06324,13
2010,LL survey,Male,13,19,0.06667,13
2011,LL survey,Male,13,18,0.05788,13
2012,LL survey,Male,13,17,0.05329,13
2013,LL survey,Male,13,15,0.05357,13
2014,LL survey,Male,13,10,0.03636,13
2015,LL survey,Male,13,4,0.0199,13
2016,LL survey,Male,13,3,0.01266,13
2017,LL survey,Male,13,9,0.036,13
2018,LL survey,Male,13,12,0.05581,13
2019,LL survey,Male,13,6,0.0303,13
2020,LL survey,Male,13,8,0.03347,13
2021,LL survey,Male,13,1,0.00365,13
2022,LL survey,Male,13,2,0.00651,13
1997,LL survey,Male,13,13,0.04833,13
1998,LL survey,Male,13,2,0.01307,13
1999,LL survey,Male,13,2,0.01389,13
2000,LL survey,Male,13,0,0,13
2001,LL survey,Male,13,4,0.01533,13
2022,Pot fishery,Male,13,1,0.01282,13
2002,LL fishery,Sex combined,13,98,0.04361,13
2003,LL fishery,Sex combined,13,38,0.02143,13
2004,LL fishery,Sex combined,13,41,0.01812,13
2005,LL fishery,Sex combined,13,46,0.02635,13
2006,LL fishery,Sex combined,13,65,0.03888,13
2007,LL fishery,Sex combined,13,54,0.03617,13
2008,LL fishery,Sex combined,13,90,0.05879,13
2009,LL fishery,Sex combined,13,120,0.07697,13
2010,LL fishery,Sex combined,13,114,0.07466,13
2011,LL fishery,Sex combined,13,114,0.07782,13
2012,LL fishery,Sex combined,13,99,0.065,13
2013,LL fishery,Sex combined,13,60,0.04587,13
2014,LL fishery,Sex combined,13,65,0.04858,13
2015,LL fishery,Sex combined,13,55,0.04572,13
2016,LL fishery,Sex combined,13,53,0.03751,13
2017,LL fishery,Sex combined,13,57,0.04014,13
2018,LL fishery,Sex combined,13,44,0.03351,13
2019,LL fishery,Sex combined,13,47,0.03624,13
2020,LL fishery,Sex combined,13,29,0.02239,13
2021,LL fishery,Sex combined,13,10,0.01357,13
2022,LL fishery,Sex combined,13,10,0.00881,13
2002,LL survey,Sex combined,13,11,0.01724,13
2003,LL survey,Sex combined,13,23,0.02949,13
2004,LL survey,Sex combined,13,32,0.04342,13
2005,LL survey,Sex combined,13,34,0.03917,13
2006,LL survey,Sex combined,13,38,0.05191,13
2007,LL survey,Sex combined,13,24,0.03256,13
2008,LL survey,Sex combined,13,42,0.06931,13
2009,LL survey,Sex combined,13,29,0.04693,13
2010,LL survey,Sex combined,13,49,0.08099,13
2011,LL survey,Sex combined,13,40,0.05917,13
2012,LL survey,Sex combined,13,44,0.06077,13
2013,LL survey,Sex combined,13,30,0.05607,13
2014,LL survey,Sex combined,13,18,0.03214,13
2015,LL survey,Sex combined,13,17,0.03462,13
2016,LL survey,Sex combined,13,16,0.02899,13
2017,LL survey,Sex combined,13,19,0.03183,13
2018,LL survey,Sex combined,13,24,0.0427,13
2019,LL survey,Sex combined,13,11,0.02355,13
2020,LL survey,Sex combined,13,17,0.02769,13
2021,LL survey,Sex combined,13,1,0.00156,13
2022,LL survey,Sex combined,13,3,0.00464,13
1997,LL survey,Sex combined,13,23,0.04406,13
1998,LL survey,Sex combined,13,10,0.02865,13
1999,LL survey,Sex combined,13,6,0.02198,13
2000,LL survey,Sex combined,13,6,0.01579,13
2001,LL survey,Sex combined,13,8,0.0181,13
2022,Pot fishery,Sex combined,13,4,0.01187,13
2002,LL fishery,Female,14,29,0.02342,14
2003,LL fishery,Female,14,18,0.0177,14
2004,LL fishery,Female,14,27,0.01786,14
2005,LL fishery,Female,14,24,0.01929,14
2006,LL fishery,Female,14,29,0.02715,14
2007,LL fishery,Female,14,40,0.04069,14
2008,LL fishery,Female,14,28,0.02761,14
2009,LL fishery,Female,14,77,0.07368,14
2010,LL fishery,Female,14,56,0.0572,14
2011,LL fishery,Female,14,59,0.06427,14
2012,LL fishery,Female,14,70,0.07584,14
2013,LL fishery,Female,14,50,0.07622,14
2014,LL fishery,Female,14,44,0.05663,14
2015,LL fishery,Female,14,33,0.04382,14
2016,LL fishery,Female,14,35,0.03834,14
2017,LL fishery,Female,14,33,0.03976,14
2018,LL fishery,Female,14,31,0.03827,14
2019,LL fishery,Female,14,23,0.02857,14
2020,LL fishery,Female,14,17,0.02168,14
2021,LL fishery,Female,14,10,0.02008,14
2022,LL fishery,Female,14,9,0.011,14
2002,LL survey,Female,14,10,0.03401,14
2003,LL survey,Female,14,6,0.01554,14
2004,LL survey,Female,14,4,0.01013,14
2005,LL survey,Female,14,24,0.04781,14
2006,LL survey,Female,14,19,0.04567,14
2007,LL survey,Female,14,10,0.02451,14
2008,LL survey,Female,14,11,0.03274,14
2009,LL survey,Female,14,18,0.04932,14
2010,LL survey,Female,14,25,0.07812,14
2011,LL survey,Female,14,26,0.07123,14
2012,LL survey,Female,14,22,0.05432,14
2013,LL survey,Female,14,18,0.07059,14
2014,LL survey,Female,14,20,0.07018,14
2015,LL survey,Female,14,12,0.04138,14
2016,LL survey,Female,14,10,0.03175,14
2017,LL survey,Female,14,13,0.03746,14
2018,LL survey,Female,14,8,0.02305,14
2019,LL survey,Female,14,8,0.02974,14
2020,LL survey,Female,14,5,0.01333,14
2021,LL survey,Female,14,3,0.00813,14
2022,LL survey,Female,14,4,0.0118,14
1997,LL survey,Female,14,3,0.01186,14
1998,LL survey,Female,14,5,0.02551,14
1999,LL survey,Female,14,0,0,14
2000,LL survey,Female,14,2,0.00971,14
2001,LL survey,Female,14,4,0.0221,14
2022,Pot fishery,Female,14,6,0.02317,14
2002,LL fishery,Male,14,16,0.01586,14
2003,LL fishery,Male,14,14,0.01852,14
2004,LL fishery,Male,14,14,0.01864,14
2005,LL fishery,Male,14,9,0.01793,14
2006,LL fishery,Male,14,14,0.02318,14
2007,LL fishery,Male,14,15,0.02941,14
2008,LL fishery,Male,14,14,0.02708,14
2009,LL fishery,Male,14,30,0.05837,14
2010,LL fishery,Male,14,21,0.03832,14
2011,LL fishery,Male,14,20,0.03656,14
2012,LL fishery,Male,14,40,0.06667,14
2013,LL fishery,Male,14,26,0.03988,14
2014,LL fishery,Male,14,34,0.06061,14
2015,LL fishery,Male,14,12,0.02667,14
2016,LL fishery,Male,14,21,0.042,14
2017,LL fishery,Male,14,16,0.02712,14
2018,LL fishery,Male,14,10,0.01988,14
2019,LL fishery,Male,14,10,0.02033,14
2020,LL fishery,Male,14,11,0.02153,14
2021,LL fishery,Male,14,7,0.02929,14
2022,LL fishery,Male,14,6,0.01893,14
2002,LL survey,Male,14,6,0.01744,14
2003,LL survey,Male,14,7,0.01777,14
2004,LL survey,Male,14,6,0.01754,14
