year,Source,Sex,length_bin,n,proportion
2022,LL fishery,Sex combined,59,96,0.0652
2002,LL survey,Sex combined,59,55,0.0862
2003,LL survey,Sex combined,59,49,0.0628
2004,LL survey,Sex combined,59,56,0.076
2005,LL survey,Sex combined,59,31,0.0357
2006,LL survey,Sex combined,59,38,0.0519
2007,LL survey,Sex combined,59,43,0.0583
2008,LL survey,Sex combined,59,32,0.0528
2009,LL survey,Sex combined,59,19,0.0307
2010,LL survey,Sex combined,59,10,0.0165
2011,LL survey,Sex combined,59,25,0.037
2012,LL survey,Sex combined,59,56,0.0773
2013,LL survey,Sex combined,59,35,0.0654
2014,LL survey,Sex combined,59,38,0.0679
2015,LL survey,Sex combined,59,24,0.0489
2016,LL survey,Sex combined,59,27,0.0489
2017,LL survey,Sex combined,59,28,0.0469
2018,LL survey,Sex combined,59,48,0.0854
2019,LL survey,Sex combined,59,40,0.0857
2020,LL survey,Sex combined,59,69,0.1124
2021,LL survey,Sex combined,59,91,0.1413
2022,LL survey,Sex combined,59,93,0.1435
1997,LL survey,Sex combined,59,14,0.0268
1998,LL survey,Sex combined,59,7,0.0201
1999,LL survey,Sex combined,59,18,0.0659
2000,LL survey,Sex combined,59,24,0.0632
2001,LL survey,Sex combined,59,20,0.0452
2002,LL fishery,Female,61,63,0.0505
2003,LL fishery,Female,61,26,0.0254
2004,LL fishery,Female,61,57,0.0365
2005,LL fishery,Female,61,33,0.0262
2006,LL fishery,Female,61,16,0.0149
2007,LL fishery,Female,61,14,0.0141
2008,LL fishery,Female,61,16,0.0156
2009,LL fishery,Female,61,2,0.0019
2010,LL fishery,Female,61,10,0.0101
2011,LL fishery,Female,61,17,0.0184
2012,LL fishery,Female,61,18,0.0193
2013,LL fishery,Female,61,21,0.0293
2014,LL fishery,Female,61,17,0.0216
2015,LL fishery,Female,61,11,0.0145
2016,LL fishery,Female,61,15,0.0161
2017,LL fishery,Female,61,33,0.0393
2018,LL fishery,Female,61,24,0.0295
2019,LL fishery,Female,61,31,0.0374
2020,LL fishery,Female,61,66,0.0842
2021,LL fishery,Female,61,40,0.0803
2022,LL fishery,Female,61,76,0.0706
2002,LL survey,Female,61,17,0.0578
2003,LL survey,Female,61,17,0.044
2004,LL survey,Female,61,19,0.0481
2005,LL survey,Female,61,15,0.0299
2006,LL survey,Female,61,8,0.0192
2007,LL survey,Female,61,11,0.027
2008,LL survey,Female,61,14,0.0417
2009,LL survey,Female,61,3,0.0082
2010,LL survey,Female,61,7,0.0219
2011,LL survey,Female,61,6,0.0164
2012,LL survey,Female,61,16,0.0395
2013,LL survey,Female,61,16,0.0627
2014,LL survey,Female,61,13,0.0456
2015,LL survey,Female,61,13,0.0448
2016,LL survey,Female,61,15,0.0476
2017,LL survey,Female,61,26,0.0749
2018,LL survey,Female,61,20,0.0576
2019,LL survey,Female,61,26,0.0967
2020,LL survey,Female,61,33,0.088
2021,LL survey,Female,61,59,0.1599
2022,LL survey,Female,61,40,0.118
1997,LL survey,Female,61,7,0.0277
1998,LL survey,Female,61,6,0.0306
1999,LL survey,Female,61,10,0.0775
2000,LL survey,Female,61,5,0.0243
2001,LL survey,Female,61,5,0.0276
2002,LL fishery,Male,61,111,0.1088
2003,LL fishery,Male,61,108,0.1415
2004,LL fishery,Male,61,116,0.1518
2005,LL fishery,Male,61,50,0.0988
2006,LL fishery,Male,61,73,0.1199
2007,LL fishery,Male,61,56,0.1087
2008,LL fishery,Male,61,53,0.101
2009,LL fishery,Male,61,46,0.0883
2010,LL fishery,Male,61,58,0.1055
2011,LL fishery,Male,61,36,0.0655
2012,LL fishery,Male,61,57,0.0942
2013,LL fishery,Male,61,60,0.088
2014,LL fishery,Male,61,54,0.0949
2015,LL fishery,Male,61,30,0.0665
2016,LL fishery,Male,61,46,0.0888
2017,LL fishery,Male,61,43,0.0714
2018,LL fishery,Male,61,32,0.0632
2019,LL fishery,Male,61,33,0.0643
2020,LL fishery,Male,61,55,0.1076
2021,LL fishery,Male,61,25,0.1046
2022,LL fishery,Male,61,50,0.1266
2002,LL survey,Male,61,45,0.1308
2003,LL survey,Male,61,57,0.1447
2004,LL survey,Male,61,44,0.1287
2005,LL survey,Male,61,44,0.1202
2006,LL survey,Male,61,41,0.1297
2007,LL survey,Male,61,47,0.1429
2008,LL survey,Male,61,39,0.1444
2009,LL survey,Male,61,28,0.1107
2010,LL survey,Male,61,32,0.1123
2011,LL survey,Male,61,29,0.0932
2012,LL survey,Male,61,37,0.116
2013,LL survey,Male,61,43,0.1536
2014,LL survey,Male,61,31,0.1127
2015,LL survey,Male,61,15,0.0746
2016,LL survey,Male,61,26,0.1097
2017,LL survey,Male,61,36,0.144
2018,LL survey,Male,61,20,0.093
2019,LL survey,Male,61,24,0.1212
2020,LL survey,Male,61,33,0.1381
2021,LL survey,Male,61,35,0.1273
2022,LL survey,Male,61,49,0.1586
1997,LL survey,Male,61,15,0.0558
1998,LL survey,Male,61,11,0.0719
1999,LL survey,Male,61,12,0.0833
2000,LL survey,Male,61,19,0.1092
2001,LL survey,Male,61,21,0.0805
2002,LL fishery,Sex combined,61,174,0.0768
2003,LL fishery,Sex combined,61,134,0.0751
2004,LL fishery,Sex combined,61,173,0.0744
2005,LL fishery,Sex combined,61,83,0.047
2006,LL fishery,Sex combined,61,89,0.0529
2007,LL fishery,Sex combined,61,70,0.0463
2008,LL fishery,Sex combined,61,69,0.0445
2009,LL fishery,Sex combined,61,48,0.0306
2010,LL fishery,Sex combined,61,68,0.044
2011,LL fishery,Sex combined,61,53,0.036
2012,LL fishery,Sex combined,61,75,0.0488
2013,LL fishery,Sex combined,61,81,0.0579
2014,LL fishery,Sex combined,61,71,0.0524
2015,LL fishery,Sex combined,61,41,0.0339
2016,LL fishery,Sex combined,61,61,0.0421
2017,LL fishery,Sex combined,61,76,0.0527
2018,LL fishery,Sex combined,61,56,0.0424
2019,LL fishery,Sex combined,61,64,0.0477
2020,LL fishery,Sex combined,61,121,0.0934
2021,LL fishery,Sex combined,61,65,0.0882
2022,LL fishery,Sex combined,61,126,0.0856
2002,LL survey,Sex combined,61,62,0.0972
2003,LL survey,Sex combined,61,74,0.0949
2004,LL survey,Sex combined,61,63,0.0855
2005,LL survey,Sex combined,61,59,0.068
2006,LL survey,Sex combined,61,49,0.0669
2007,LL survey,Sex combined,61,58,0.0787
2008,LL survey,Sex combined,61,53,0.0875
2009,LL survey,Sex combined,61,31,0.0502
2010,LL survey,Sex combined,61,39,0.0645
2011,LL survey,Sex combined,61,35,0.0518
2012,LL survey,Sex combined,61,53,0.0732
2013,LL survey,Sex combined,61,59,0.1103
2014,LL survey,Sex combined,61,44,0.0786
2015,LL survey,Sex combined,61,28,0.057
2016,LL survey,Sex combined,61,41,0.0743
2017,LL survey,Sex combined,61,62,0.1039
2018,LL survey,Sex combined,61,40,0.0712
2019,LL survey,Sex combined,61,50,0.1071
2020,LL survey,Sex combined,61,66,0.1075
2021,LL survey,Sex combined,61,94,0.146
2022,LL survey,Sex combined,61,89,0.1373
1997,LL survey,Sex combined,61,22,0.0421
1998,LL survey,Sex combined,61,17,0.0487
1999,LL survey,Sex combined,61,22,0.0806
2000,LL survey,Sex combined,61,24,0.0632
2001,LL survey,Sex combined,61,26,0.0588
2002,LL fishery,Female,63,90,0.0722
2003,LL fishery,Female,63,50,0.0489
2004,LL fishery,Female,63,86,0.0551
2005,LL fishery,Female,63,36,0.0286
2006,LL fishery,Female,63,32,0.0298
2007,LL fishery,Female,63,34,0.0341
2008,LL fishery,Female,63,27,0.0263
2009,LL fishery,Female,63,19,0.0181
2010,LL fishery,Female,63,26,0.0261
2011,LL fishery,Female,63,22,0.0238
2012,LL fishery,Female,63,37,0.0397
2013,LL fishery,Female,63,38,0.053
2014,LL fishery,Female,63,36,0.0458
2015,LL fishery,Female,63,29,0.0383
2016,LL fishery,Female,63,29,0.0312
2017,LL fishery,Female,63,25,0.0298
2018,LL fishery,Female,63,36,0.0442
2019,LL fishery,Female,63,56,0.0676
2020,LL fishery,Female,63,84,0.1071
2021,LL fishery,Female,63,62,0.1245
2022,LL fishery,Female,63,124,0.1151
2002,LL survey,Female,63,21,0.0714
2003,LL survey,Female,63,16,0.0415
2004,LL survey,Female,63,22,0.0557
2005,LL survey,Female,63,26,0.0518
2006,LL survey,Female,63,18,0.0433
2007,LL survey,Female,63,14,0.0343
2008,LL survey,Female,63,18,0.0536
2009,LL survey,Female,63,17,0.0466
2010,LL survey,Female,63,7,0.0219
2011,LL survey,Female,63,9,0.0247
2012,LL survey,Female,63,26,0.0642
2013,LL survey,Female,63,21,0.0824
2014,LL survey,Female,63,20,0.0702
2015,LL survey,Female,63,14,0.0483
2016,LL survey,Female,63,14,0.0444
2017,LL survey,Female,63,22,0.0634
2018,LL survey,Female,63,20,0.0576
2019,LL survey,Female,63,25,0.0929
2020,LL survey,Female,63,27,0.072
2021,LL survey,Female,63,60,0.1626
2022,LL survey,Female,63,55,0.1622
1997,LL survey,Female,63,6,0.0237
1998,LL survey,Female,63,4,0.0204
1999,LL survey,Female,63,7,0.0543
2000,LL survey,Female,63,9,0.0437
2001,LL survey,Female,63,6,0.0331
2002,LL fishery,Male,63,154,0.151
2003,LL fishery,Male,63,122,0.1599
2004,LL fishery,Male,63,131,0.1715
2005,LL fishery,Male,63,85,0.168
2006,LL fishery,Male,63,122,0.2003
2007,LL fishery,Male,63,79,0.1534
2008,LL fishery,Male,63,87,0.1657
2009,LL fishery,Male,63,71,0.1363
2010,LL fishery,Male,63,67,0.1218
2011,LL fishery,Male,63,88,0.16
2012,LL fishery,Male,63,86,0.1421
2013,LL fishery,Male,63,129,0.1891
2014,LL fishery,Male,63,79,0.1388
2015,LL fishery,Male,63,54,0.1197
2016,LL fishery,Male,63,72,0.139
2017,LL fishery,Male,63,83,0.1379
2018,LL fishery,Male,63,61,0.1206
2019,LL fishery,Male,63,50,0.0975
2020,LL fishery,Male,63,59,0.1155
2021,LL fishery,Male,63,36,0.1506
2022,LL fishery,Male,63,44,0.1114
2002,LL survey,Male,63,39,0.1134
2003,LL survey,Male,63,47,0.1193
2004,LL survey,Male,63,48,0.1404
2005,LL survey,Male,63,72,0.1967
2006,LL survey,Male,63,59,0.1867
2007,LL survey,Male,63,55,0.1672
2008,LL survey,Male,63,42,0.1556
2009,LL survey,Male,63,43,0.17
2010,LL survey,Male,63,43,0.1509
2011,LL survey,Male,63,47,0.1511
2012,LL survey,Male,63,45,0.1411
2013,LL survey,Male,63,38,0.1357
2014,LL survey,Male,63,58,0.2109
2015,LL survey,Male,63,28,0.1393
2016,LL survey,Male,63,32,0.135
2017,LL survey,Male,63,31,0.124
2018,LL survey,Male,63,26,0.1209
2019,LL survey,Male,63,15,0.0758
2020,LL survey,Male,63,33,0.1381
2021,LL survey,Male,63,24,0.0873
2022,LL survey,Male,63,34,0.11
1997,LL survey,Male,63,35,0.1301
1998,LL survey,Male,63,21,0.1373
1999,LL survey,Male,63,14,0.0972
2000,LL survey,Male,63,16,0.092
2001,LL survey,Male,63,28,0.1073
2002,LL fishery,Sex combined,63,244,0.1076
2003,LL fishery,Sex combined,63,172,0.0964
2004,LL fishery,Sex combined,63,217,0.0933
2005,LL fishery,Sex combined,63,121,0.0686
2006,LL fishery,Sex combined,63,154,0.0914
2007,LL fishery,Sex combined,63,113,0.0748
2008,LL fishery,Sex combined,63,114,0.0735
2009,LL fishery,Sex combined,63,90,0.0574
2010,LL fishery,Sex combined,63,93,0.0602
2011,LL fishery,Sex combined,63,110,0.0746
2012,LL fishery,Sex combined,63,123,0.08
2013,LL fishery,Sex combined,63,167,0.1194
2014,LL fishery,Sex combined,63,115,0.0849
2015,LL fishery,Sex combined,63,83,0.0687
2016,LL fishery,Sex combined,63,101,0.0698
2017,LL fishery,Sex combined,63,108,0.0749
2018,LL fishery,Sex combined,63,97,0.0735
2019,LL fishery,Sex combined,63,106,0.079
2020,LL fishery,Sex combined,63,143,0.1104
2021,LL fishery,Sex combined,63,98,0.133
2022,LL fishery,Sex combined,63,168,0.1141
2002,LL survey,Sex combined,63,60,0.094
2003,LL survey,Sex combined,63,63,0.0808
2004,LL survey,Sex combined,63,70,0.095
2005,LL survey,Sex combined,63,98,0.1129
2006,LL survey,Sex combined,63,77,0.1052
2007,LL survey,Sex combined,63,69,0.0936
2008,LL survey,Sex combined,63,60,0.099
2009,LL survey,Sex combined,63,60,0.0971
2010,LL survey,Sex combined,63,50,0.0826
2011,LL survey,Sex combined,63,56,0.0828
2012,LL survey,Sex combined,63,71,0.0981
2013,LL survey,Sex combined,63,59,0.1103
2014,LL survey,Sex combined,63,78,0.1393
2015,LL survey,Sex combined,63,42,0.0855
2016,LL survey,Sex combined,63,46,0.0833
2017,LL survey,Sex combined,63,53,0.0888
2018,LL survey,Sex combined,63,46,0.0819
2019,LL survey,Sex combined,63,40,0.0857
2020,LL survey,Sex combined,63,60,0.0977
2021,LL survey,Sex combined,63,84,0.1304
2022,LL survey,Sex combined,63,89,0.1373
1997,LL survey,Sex combined,63,41,0.0785
1998,LL survey,Sex combined,63,25,0.0716
1999,LL survey,Sex combined,63,21,0.0769
2000,LL survey,Sex combined,63,25,0.0658
2001,LL survey,Sex combined,63,34,0.0769
2002,LL fishery,Female,65,102,0.0818
2003,LL fishery,Female,65,84,0.0822
2004,LL fishery,Female,65,149,0.0955
2005,LL fishery,Female,65,75,0.0596
2006,LL fishery,Female,65,58,0.054
2007,LL fishery,Female,65,54,0.0542
2008,LL fishery,Female,65,41,0.04
2009,LL fishery,Female,65,48,0.0458
2010,LL fishery,Female,65,48,0.0482
2011,LL fishery,Female,65,48,0.0519
2012,LL fishery,Female,65,40,0.0429
2013,LL fishery,Female,65,43,0.06
2014,LL fishery,Female,65,36,0.0458
2015,LL fishery,Female,65,44,0.058
2016,LL fishery,Female,65,59,0.0634
2017,LL fishery,Female,65,31,0.0369
2018,LL fishery,Female,65,47,0.0577
2019,LL fishery,Female,65,68,0.0821
2020,LL fishery,Female,65,70,0.0893
2021,LL fishery,Female,65,50,0.1004
2022,LL fishery,Female,65,144,0.1337
2002,LL survey,Female,65,11,0.0374
2003,LL survey,Female,65,33,0.0855
2004,LL survey,Female,65,39,0.0987
2005,LL survey,Female,65,46,0.0916
2006,LL survey,Female,65,20,0.0481
2007,LL survey,Female,65,34,0.0833
2008,LL survey,Female,65,19,0.0565
2009,LL survey,Female,65,32,0.0877
2010,LL survey,Female,65,20,0.0625
2011,LL survey,Female,65,23,0.063
2012,LL survey,Female,65,28,0.0691
2013,LL survey,Female,65,25,0.098
2014,LL survey,Female,65,33,0.1158
2015,LL survey,Female,65,25,0.0862
2016,LL survey,Female,65,15,0.0476
2017,LL survey,Female,65,20,0.0576
2018,LL survey,Female,65,23,0.0663
2019,LL survey,Female,65,27,0.1004
2020,LL survey,Female,65,31,0.0827
2021,LL survey,Female,65,45,0.122
2022,LL survey,Female,65,44,0.1298
1997,LL survey,Female,65,4,0.0158
1998,LL survey,Female,65,5,0.0255
1999,LL survey,Female,65,5,0.0388
2000,LL survey,Female,65,16,0.0777
2001,LL survey,Female,65,15,0.0829
2002,LL fishery,Male,65,125,0.1225
2003,LL fishery,Male,65,114,0.1494
2004,LL fishery,Male,65,131,0.1715
2005,LL fishery,Male,65,98,0.1937
2006,LL fishery,Male,65,109,0.179
2007,LL fishery,Male,65,88,0.1709
2008,LL fishery,Male,65,94,0.179
2009,LL fishery,Male,65,99,0.19
2010,LL fishery,Male,65,104,0.1891
2011,LL fishery,Male,65,98,0.1782
2012,LL fishery,Male,65,106,0.1752
2013,LL fishery,Male,65,117,0.1716
2014,LL fishery,Male,65,99,0.174
2015,LL fishery,Male,65,67,0.1486
2016,LL fishery,Male,65,81,0.1564
2017,LL fishery,Male,65,96,0.1595
2018,LL fishery,Male,65,85,0.168
2019,LL fishery,Male,65,88,0.1715
2020,LL fishery,Male,65,79,0.1546
2021,LL fishery,Male,65,19,0.0795
2022,LL fishery,Male,65,37,0.0937
2002,LL survey,Male,65,32,0.093
2003,LL survey,Male,65,43,0.1091
2004,LL survey,Male,65,40,0.117
2005,LL survey,Male,65,68,0.1858
2006,LL survey,Male,65,51,0.1614
2007,LL survey,Male,65,64,0.1945
2008,LL survey,Male,65,43,0.1593
2009,LL survey,Male,65,38,0.1502
2010,LL survey,Male,65,56,0.1965
2011,LL survey,Male,65,55,0.1768
2012,LL survey,Male,65,59,0.185
2013,LL survey,Male,65,47,0.1679
2014,LL survey,Male,65,41,0.1491
2015,LL survey,Male,65,28,0.1393
2016,LL survey,Male,65,25,0.1055
2017,LL survey,Male,65,38,0.152
2018,LL survey,Male,65,24,0.1116
2019,LL survey,Male,65,22,0.1111
2020,LL survey,Male,65,20,0.0837
2021,LL survey,Male,65,10,0.0364
2022,LL survey,Male,65,12,0.0388
1997,LL survey,Male,65,41,0.1524
1998,LL survey,Male,65,29,0.1895
1999,LL survey,Male,65,21,0.1458
2000,LL survey,Male,65,9,0.0517
2001,LL survey,Male,65,32,0.1226
2002,LL fishery,Sex combined,65,227,0.1001
2003,LL fishery,Sex combined,65,198,0.1109
2004,LL fishery,Sex combined,65,280,0.1204
2005,LL fishery,Sex combined,65,173,0.098
2006,LL fishery,Sex combined,65,167,0.0992
2007,LL fishery,Sex combined,65,142,0.094
2008,LL fishery,Sex combined,65,135,0.087
2009,LL fishery,Sex combined,65,147,0.0938
2010,LL fishery,Sex combined,65,152,0.0984
2011,LL fishery,Sex combined,65,146,0.0991
2012,LL fishery,Sex combined,65,146,0.095
2013,LL fishery,Sex combined,65,160,0.1144
2014,LL fishery,Sex combined,65,135,0.0996
2015,LL fishery,Sex combined,65,111,0.0918
2016,LL fishery,Sex combined,65,140,0.0967
2017,LL fishery,Sex combined,65,127,0.0881
2018,LL fishery,Sex combined,65,132,0.1
2019,LL fishery,Sex combined,65,156,0.1163
2020,LL fishery,Sex combined,65,149,0.1151
2021,LL fishery,Sex combined,65,69,0.0936
2022,LL fishery,Sex combined,65,181,0.123
2002,LL survey,Sex combined,65,43,0.0674
2003,LL survey,Sex combined,65,76,0.0974
2004,LL survey,Sex combined,65,79,0.1072
2005,LL survey,Sex combined,65,114,0.1313
2006,LL survey,Sex combined,65,71,0.097
2007,LL survey,Sex combined,65,98,0.133
2008,LL survey,Sex combined,65,62,0.1023
2009,LL survey,Sex combined,65,70,0.1133
2010,LL survey,Sex combined,65,76,0.1256
2011,LL survey,Sex combined,65,78,0.1154
2012,LL survey,Sex combined,65,87,0.1202
2013,LL survey,Sex combined,65,72,0.1346
2014,LL survey,Sex combined,65,74,0.1321
2015,LL survey,Sex combined,65,53,0.1079
2016,LL survey,Sex combined,65,40,0.0725
2017,LL survey,Sex combined,65,58,0.0972
2018,LL survey,Sex combined,65,47,0.0836
2019,LL survey,Sex combined,65,49,0.1049
2020,LL survey,Sex combined,65,51,0.0831
2021,LL survey,Sex combined,65,55,0.0854
2022,LL survey,Sex combined,65,56,0.0864
1997,LL survey,Sex combined,65,45,0.0862
1998,LL survey,Sex combined,65,34,0.0974
1999,LL survey,Sex combined,65,26,0.0952
2000,LL survey,Sex combined,65,25,0.0658
2001,LL survey,Sex combined,65,47,0.1063
2002,LL fishery,Female,67,108,0.0866
2003,LL fishery,Female,67,111,0.1086
2004,LL fishery,Female,67,154,0.0987
2005,LL fishery,Female,67,129,0.1025
2006,LL fishery,Female,67,97,0.0902
2007,LL fishery,Female,67,70,0.0703
2008,LL fishery,Female,67,90,0.0877
2009,LL fishery,Female,67,81,0.0774
2010,LL fishery,Female,67,71,0.0714
2011,LL fishery,Female,67,71,0.0768
2012,LL fishery,Female,67,72,0.0773
2013,LL fishery,Female,67,55,0.0767
2014,LL fishery,Female,67,50,0.0636
2015,LL fishery,Female,67,61,0.0805
2016,LL fishery,Female,67,53,0.057
2017,LL fishery,Female,67,52,0.0619
2018,LL fishery,Female,67,54,0.0663
2019,LL fishery,Female,67,69,0.0833
2020,LL fishery,Female,67,90,0.1148
2021,LL fishery,Female,67,57,0.1145
2022,LL fishery,Female,67,154,0.143
2002,LL survey,Female,67,18,0.0612
2003,LL survey,Female,67,34,0.0881
2004,LL survey,Female,67,41,0.1038
2005,LL survey,Female,67,59,0.1175
2006,LL survey,Female,67,43,0.1034
2007,LL survey,Female,67,46,0.1127
2008,LL survey,Female,67,36,0.1071
2009,LL survey,Female,67,34,0.0932
2010,LL survey,Female,67,28,0.0875
2011,LL survey,Female,67,29,0.0795
2012,LL survey,Female,67,42,0.1037
2013,LL survey,Female,67,27,0.1059
2014,LL survey,Female,67,28,0.0982
2015,LL survey,Female,67,32,0.1103
2016,LL survey,Female,67,25,0.0794
2017,LL survey,Female,67,25,0.072
2018,LL survey,Female,67,20,0.0576
2019,LL survey,Female,67,12,0.0446
2020,LL survey,Female,67,42,0.112
2021,LL survey,Female,67,29,0.0786
2022,LL survey,Female,67,32,0.0944
1997,LL survey,Female,67,15,0.0593
1998,LL survey,Female,67,8,0.0408
1999,LL survey,Female,67,4,0.031
2000,LL survey,Female,67,17,0.0825
2001,LL survey,Female,67,10,0.0552
2002,LL fishery,Male,67,113,0.1108
2003,LL fishery,Male,67,87,0.114
2004,LL fishery,Male,67,95,0.1243
2005,LL fishery,Male,67,71,0.1403
2006,LL fishery,Male,67,79,0.1297
2007,LL fishery,Male,67,83,0.1612
2008,LL fishery,Male,67,100,0.1905
2009,LL fishery,Male,67,92,0.1766
2010,LL fishery,Male,67,91,0.1655
2011,LL fishery,Male,67,91,0.1655
2012,LL fishery,Male,67,111,0.1835
2013,LL fishery,Male,67,122,0.1789
2014,LL fishery,Male,67,98,0.1722
2015,LL fishery,Male,67,85,0.1885
2016,LL fishery,Male,67,87,0.168
2017,LL fishery,Male,67,105,0.1744
2018,LL fishery,Male,67,93,0.1838
2019,LL fishery,Male,67,84,0.1637
2020,LL fishery,Male,67,72,0.1409
2021,LL fishery,Male,67,29,0.1213
2022,LL fishery,Male,67,39,0.0987
2002,LL survey,Male,67,43,0.125
2003,LL survey,Male,67,41,0.1041
2004,LL survey,Male,67,47,0.1374
2005,LL survey,Male,67,44,0.1202
2006,LL survey,Male,67,53,0.1677
2007,LL survey,Male,67,39,0.1185
2008,LL survey,Male,67,36,0.1333
2009,LL survey,Male,67,36,0.1423
2010,LL survey,Male,67,41,0.1439
2011,LL survey,Male,67,40,0.1286
2012,LL survey,Male,67,35,0.1097
2013,LL survey,Male,67,36,0.1286
2014,LL survey,Male,67,37,0.1345
2015,LL survey,Male,67,19,0.0945
2016,LL survey,Male,67,28,0.1181
2017,LL survey,Male,67,27,0.108
2018,LL survey,Male,67,15,0.0698
2019,LL survey,Male,67,21,0.1061
2020,LL survey,Male,67,15,0.0628
2021,LL survey,Male,67,9,0.0327
2022,LL survey,Male,67,13,0.0421
1997,LL survey,Male,67,52,0.1933
1998,LL survey,Male,67,17,0.1111
1999,LL survey,Male,67,18,0.125
2000,LL survey,Male,67,20,0.1149
2001,LL survey,Male,67,30,0.1149
2002,LL fishery,Sex combined,67,221,0.0975
2003,LL fishery,Sex combined,67,198,0.1109
2004,LL fishery,Sex combined,67,249,0.1071
2005,LL fishery,Sex combined,67,200,0.1133
2006,LL fishery,Sex combined,67,176,0.1045
2007,LL fishery,Sex combined,67,153,0.1013
2008,LL fishery,Sex combined,67,190,0.1225
2009,LL fishery,Sex combined,67,173,0.1103
2010,LL fishery,Sex combined,67,162,0.1049
2011,LL fishery,Sex combined,67,162,0.1099
2012,LL fishery,Sex combined,67,183,0.1191
2013,LL fishery,Sex combined,67,177,0.1265
2014,LL fishery,Sex combined,67,148,0.1092
2015,LL fishery,Sex combined,67,146,0.1208
2016,LL fishery,Sex combined,67,140,0.0967
2017,LL fishery,Sex combined,67,157,0.1089
2018,LL fishery,Sex combined,67,147,0.1114
2019,LL fishery,Sex combined,67,153,0.1141
2020,LL fishery,Sex combined,67,162,0.1251
2021,LL fishery,Sex combined,67,86,0.1167
2022,LL fishery,Sex combined,67,193,0.1311
2002,LL survey,Sex combined,67,61,0.0956
2003,LL survey,Sex combined,67,75,0.0962
2004,LL survey,Sex combined,67,88,0.1194
2005,LL survey,Sex combined,67,103,0.1187
2006,LL survey,Sex combined,67,96,0.1311
2007,LL survey,Sex combined,67,85,0.1153
2008,LL survey,Sex combined,67,72,0.1188
2009,LL survey,Sex combined,67,70,0.1133
2010,LL survey,Sex combined,67,69,0.114
2011,LL survey,Sex combined,67,69,0.1021
2012,LL survey,Sex combined,67,77,0.1064
2013,LL survey,Sex combined,67,63,0.1178
2014,LL survey,Sex combined,67,65,0.1161
2015,LL survey,Sex combined,67,51,0.1039
2016,LL survey,Sex combined,67,53,0.096
2017,LL survey,Sex combined,67,52,0.0871
2018,LL survey,Sex combined,67,35,0.0623
2019,LL survey,Sex combined,67,33,0.0707
2020,LL survey,Sex combined,67,57,0.0928
2021,LL survey,Sex combined,67,38,0.059
2022,LL survey,Sex combined,67,45,0.0694
1997,LL survey,Sex combined,67,67,0.1284
1998,LL survey,Sex combined,67,25,0.0716
1999,LL survey,Sex combined,67,22,0.0806
2000,LL survey,Sex combined,67,37,0.0974
2001,LL survey,Sex combined,67,40,0.0905
2002,LL fishery,Female,69,118,0.0946
2003,LL fishery,Female,69,132,0.1292
2004,LL fishery,Female,69,198,0.1268
2005,LL fishery,Female,69,148,0.1176
2006,LL fishery,Female,69,134,0.1247
2007,LL fishery,Female,69,123,0.1235
2008,LL fishery,Female,69,103,0.1004
2009,LL fishery,Female,69,102,0.0974
2010,LL fishery,Female,69,103,0.1035
2011,LL fishery,Female,69,94,0.1017
2012,LL fishery,Female,69,91,0.0976
2013,LL fishery,Female,69,65,0.0907
2014,LL fishery,Female,69,61,0.0776
2015,LL fishery,Female,69,82,0.1082
2016,LL fishery,Female,69,72,0.0774
2017,LL fishery,Female,69,49,0.0583
2018,LL fishery,Female,69,64,0.0786
2019,LL fishery,Female,69,59,0.0713
2020,LL fishery,Female,69,63,0.0804
2021,LL fishery,Female,69,35,0.0703
2022,LL fishery,Female,69,87,0.0808
2002,LL survey,Female,69,17,0.0578
2003,LL survey,Female,69,47,0.1218
2004,LL survey,Female,69,51,0.1291
2005,LL survey,Female,69,59,0.1175
2006,LL survey,Female,69,67,0.1611
2007,LL survey,Female,69,47,0.1152
2008,LL survey,Female,69,43,0.128
2009,LL survey,Female,69,37,0.1014
2010,LL survey,Female,69,35,0.1094
2011,LL survey,Female,69,44,0.1205
2012,LL survey,Female,69,35,0.0864
2013,LL survey,Female,69,26,0.102
2014,LL survey,Female,69,28,0.0982
2015,LL survey,Female,69,20,0.069
2016,LL survey,Female,69,32,0.1016
2017,LL survey,Female,69,21,0.0605
2018,LL survey,Female,69,22,0.0634
2019,LL survey,Female,69,8,0.0297
2020,LL survey,Female,69,14,0.0373
2021,LL survey,Female,69,21,0.0569
2022,LL survey,Female,69,22,0.0649
1997,LL survey,Female,69,21,0.083
1998,LL survey,Female,69,18,0.0918
1999,LL survey,Female,69,6,0.0465
2000,LL survey,Female,69,16,0.0777
2001,LL survey,Female,69,10,0.0552
2002,LL fishery,Male,69,95,0.0931
2003,LL fishery,Male,69,64,0.0839
2004,LL fishery,Male,69,72,0.0942
2005,LL fishery,Male,69,53,0.1047
2006,LL fishery,Male,69,57,0.0936
2007,LL fishery,Male,69,70,0.1359
2008,LL fishery,Male,69,69,0.1314
2009,LL fishery,Male,69,65,0.1248
2010,LL fishery,Male,69,69,0.1255
2011,LL fishery,Male,69,89,0.1618
2012,LL fishery,Male,69,79,0.1306
2013,LL fishery,Male,69,68,0.0997
2014,LL fishery,Male,69,83,0.1459
2015,LL fishery,Male,69,63,0.1397
2016,LL fishery,Male,69,70,0.1351
2017,LL fishery,Male,69,78,0.1296
2018,LL fishery,Male,69,57,0.1126
