year,Source,Sex,length_bin,n,proportion
2005,LL fishery,Sex combined,61,84,0.0475
2006,LL fishery,Sex combined,61,89,0.0526
2007,LL fishery,Sex combined,61,70,0.0463
2008,LL fishery,Sex combined,61,69,0.0445
2009,LL fishery,Sex combined,61,48,0.0306
2010,LL fishery,Sex combined,61,68,0.044
2011,LL fishery,Sex combined,61,53,0.0359
2012,LL fishery,Sex combined,61,76,0.0494
2013,LL fishery,Sex combined,61,81,0.0578
2014,LL fishery,Sex combined,61,71,0.0524
2015,LL fishery,Sex combined,61,41,0.0339
2016,LL fishery,Sex combined,61,61,0.0418
2017,LL fishery,Sex combined,61,76,0.0527
2018,LL fishery,Sex combined,61,56,0.0423
2019,LL fishery,Sex combined,61,64,0.0477
2020,LL fishery,Sex combined,61,121,0.0934
2002,LL survey,Sex combined,61,64,0.0983
2003,LL survey,Sex combined,61,74,0.0946
2004,LL survey,Sex combined,61,63,0.0854
2005,LL survey,Sex combined,61,59,0.068
2006,LL survey,Sex combined,61,49,0.0668
2007,LL survey,Sex combined,61,59,0.077
2008,LL survey,Sex combined,61,53,0.087
2009,LL survey,Sex combined,61,31,0.0501
2010,LL survey,Sex combined,61,39,0.0645
2011,LL survey,Sex combined,61,35,0.0518
2012,LL survey,Sex combined,61,53,0.073
2013,LL survey,Sex combined,61,59,0.1101
2014,LL survey,Sex combined,61,44,0.0784
2015,LL survey,Sex combined,61,28,0.0568
2016,LL survey,Sex combined,61,41,0.0739
2017,LL survey,Sex combined,61,62,0.1039
2018,LL survey,Sex combined,61,40,0.0712
2019,LL survey,Sex combined,61,50,0.1071
2020,LL survey,Sex combined,61,66,0.1071
1997,LL survey,Sex combined,61,23,0.0432
1998,LL survey,Sex combined,61,17,0.0482
1999,LL survey,Sex combined,61,29,0.0918
2000,LL survey,Sex combined,61,26,0.0644
2001,LL survey,Sex combined,61,26,0.0586
2002,LL fishery,Female,63,93,0.0728
2003,LL fishery,Female,63,50,0.0484
2004,LL fishery,Female,63,88,0.0553
2005,LL fishery,Female,63,36,0.0285
2006,LL fishery,Female,63,32,0.0296
2007,LL fishery,Female,63,35,0.0351
2008,LL fishery,Female,63,27,0.0263
2009,LL fishery,Female,63,19,0.0181
2010,LL fishery,Female,63,26,0.0261
2011,LL fishery,Female,63,22,0.0238
2012,LL fishery,Female,63,37,0.0397
2013,LL fishery,Female,63,38,0.053
2014,LL fishery,Female,63,36,0.0458
2015,LL fishery,Female,63,29,0.0383
2016,LL fishery,Female,63,29,0.0308
2017,LL fishery,Female,63,25,0.0298
2018,LL fishery,Female,63,36,0.0441
2019,LL fishery,Female,63,56,0.0676
2020,LL fishery,Female,63,84,0.1071
2002,LL survey,Female,63,21,0.07
2003,LL survey,Female,63,16,0.0412
2004,LL survey,Female,63,22,0.0557
2005,LL survey,Female,63,26,0.0518
2006,LL survey,Female,63,18,0.0432
2007,LL survey,Female,63,14,0.0326
2008,LL survey,Female,63,18,0.0533
2009,LL survey,Female,63,17,0.0464
2010,LL survey,Female,63,7,0.0219
2011,LL survey,Female,63,9,0.0247
2012,LL survey,Female,63,26,0.0639
2013,LL survey,Female,63,21,0.082
2014,LL survey,Female,63,20,0.0699
2015,LL survey,Female,63,14,0.0479
2016,LL survey,Female,63,14,0.044
2017,LL survey,Female,63,22,0.0634
2018,LL survey,Female,63,20,0.0576
2019,LL survey,Female,63,25,0.0929
2020,LL survey,Female,63,27,0.0716
1997,LL survey,Female,63,6,0.0229
1998,LL survey,Female,63,4,0.0203
1999,LL survey,Female,63,7,0.0473
2000,LL survey,Female,63,10,0.0469
2001,LL survey,Female,63,6,0.0331
2002,LL fishery,Male,63,157,0.1513
2003,LL fishery,Male,63,124,0.1602
2004,LL fishery,Male,63,133,0.1696
2005,LL fishery,Male,63,85,0.1677
2006,LL fishery,Male,63,123,0.2016
2007,LL fishery,Male,63,79,0.1534
2008,LL fishery,Male,63,87,0.1657
2009,LL fishery,Male,63,71,0.1363
2010,LL fishery,Male,63,67,0.1218
2011,LL fishery,Male,63,88,0.16
2012,LL fishery,Male,63,86,0.1421
2013,LL fishery,Male,63,129,0.1886
2014,LL fishery,Male,63,79,0.1388
2015,LL fishery,Male,63,55,0.1217
2016,LL fishery,Male,63,72,0.1385
2017,LL fishery,Male,63,83,0.1376
2018,LL fishery,Male,63,61,0.1206
2019,LL fishery,Male,63,50,0.0975
2020,LL fishery,Male,63,59,0.1155
2002,LL survey,Male,63,40,0.114
2003,LL survey,Male,63,47,0.1193
2004,LL survey,Male,63,48,0.1399
2005,LL survey,Male,63,72,0.1967
2006,LL survey,Male,63,60,0.1893
2007,LL survey,Male,63,55,0.1632
2008,LL survey,Male,63,42,0.155
2009,LL survey,Male,63,43,0.17
2010,LL survey,Male,63,43,0.1509
2011,LL survey,Male,63,47,0.1511
2012,LL survey,Male,63,45,0.1411
2013,LL survey,Male,63,38,0.1357
2014,LL survey,Male,63,58,0.2109
2015,LL survey,Male,63,28,0.1393
2016,LL survey,Male,63,32,0.135
2017,LL survey,Male,63,31,0.124
2018,LL survey,Male,63,26,0.1209
2019,LL survey,Male,63,15,0.0758
2020,LL survey,Male,63,33,0.1381
1997,LL survey,Male,63,35,0.1296
1998,LL survey,Male,63,21,0.1346
1999,LL survey,Male,63,17,0.1012
2000,LL survey,Male,63,18,0.0942
2001,LL survey,Male,63,28,0.1065
2002,LL fishery,Sex combined,63,250,0.1079
2003,LL fishery,Sex combined,63,174,0.0963
2004,LL fishery,Sex combined,63,221,0.093
2005,LL fishery,Sex combined,63,121,0.0684
2006,LL fishery,Sex combined,63,155,0.0917
2007,LL fishery,Sex combined,63,114,0.0754
2008,LL fishery,Sex combined,63,114,0.0735
2009,LL fishery,Sex combined,63,90,0.0574
2010,LL fishery,Sex combined,63,93,0.0602
2011,LL fishery,Sex combined,63,110,0.0746
2012,LL fishery,Sex combined,63,123,0.08
2013,LL fishery,Sex combined,63,167,0.1192
2014,LL fishery,Sex combined,63,115,0.0849
2015,LL fishery,Sex combined,63,84,0.0694
2016,LL fishery,Sex combined,63,101,0.0691
2017,LL fishery,Sex combined,63,108,0.0748
2018,LL fishery,Sex combined,63,97,0.0733
2019,LL fishery,Sex combined,63,106,0.079
2020,LL fishery,Sex combined,63,143,0.1104
2002,LL survey,Sex combined,63,61,0.0937
2003,LL survey,Sex combined,63,63,0.0806
2004,LL survey,Sex combined,63,70,0.0949
2005,LL survey,Sex combined,63,98,0.1129
2006,LL survey,Sex combined,63,78,0.1063
2007,LL survey,Sex combined,63,69,0.0901
2008,LL survey,Sex combined,63,60,0.0985
2009,LL survey,Sex combined,63,60,0.0969
2010,LL survey,Sex combined,63,50,0.0826
2011,LL survey,Sex combined,63,56,0.0828
2012,LL survey,Sex combined,63,71,0.0978
2013,LL survey,Sex combined,63,59,0.1101
2014,LL survey,Sex combined,63,78,0.139
2015,LL survey,Sex combined,63,42,0.0852
2016,LL survey,Sex combined,63,46,0.0829
2017,LL survey,Sex combined,63,53,0.0888
2018,LL survey,Sex combined,63,46,0.0819
2019,LL survey,Sex combined,63,40,0.0857
2020,LL survey,Sex combined,63,60,0.0974
1997,LL survey,Sex combined,63,41,0.0771
1998,LL survey,Sex combined,63,25,0.0708
1999,LL survey,Sex combined,63,24,0.0759
2000,LL survey,Sex combined,63,28,0.0693
2001,LL survey,Sex combined,63,34,0.0766
2002,LL fishery,Female,65,107,0.0837
2003,LL fishery,Female,65,85,0.0824
2004,LL fishery,Female,65,151,0.0948
2005,LL fishery,Female,65,76,0.0603
2006,LL fishery,Female,65,58,0.0537
2007,LL fishery,Female,65,54,0.0542
2008,LL fishery,Female,65,41,0.04
2009,LL fishery,Female,65,48,0.0458
2010,LL fishery,Female,65,48,0.0482
2011,LL fishery,Female,65,48,0.0519
2012,LL fishery,Female,65,40,0.0429
2013,LL fishery,Female,65,43,0.06
2014,LL fishery,Female,65,36,0.0458
2015,LL fishery,Female,65,44,0.058
2016,LL fishery,Female,65,60,0.0638
2017,LL fishery,Female,65,31,0.0369
2018,LL fishery,Female,65,47,0.0575
2019,LL fishery,Female,65,68,0.0821
2020,LL fishery,Female,65,70,0.0893
2002,LL survey,Female,65,11,0.0367
2003,LL survey,Female,65,33,0.0851
2004,LL survey,Female,65,39,0.0987
2005,LL survey,Female,65,46,0.0916
2006,LL survey,Female,65,20,0.048
2007,LL survey,Female,65,36,0.0839
2008,LL survey,Female,65,19,0.0562
2009,LL survey,Female,65,32,0.0874
2010,LL survey,Female,65,20,0.0625
2011,LL survey,Female,65,23,0.063
2012,LL survey,Female,65,28,0.0688
2013,LL survey,Female,65,25,0.0977
2014,LL survey,Female,65,33,0.1154
2015,LL survey,Female,65,25,0.0856
2016,LL survey,Female,65,16,0.0503
2017,LL survey,Female,65,20,0.0576
2018,LL survey,Female,65,23,0.0663
2019,LL survey,Female,65,27,0.1004
2020,LL survey,Female,65,31,0.0822
1997,LL survey,Female,65,4,0.0153
1998,LL survey,Female,65,5,0.0254
1999,LL survey,Female,65,5,0.0338
2000,LL survey,Female,65,16,0.0751
2001,LL survey,Female,65,15,0.0829
2002,LL fishery,Male,65,128,0.1233
2003,LL fishery,Male,65,115,0.1486
2004,LL fishery,Male,65,133,0.1696
2005,LL fishery,Male,65,98,0.1933
2006,LL fishery,Male,65,109,0.1787
2007,LL fishery,Male,65,88,0.1709
2008,LL fishery,Male,65,94,0.179
2009,LL fishery,Male,65,99,0.19
2010,LL fishery,Male,65,104,0.1891
2011,LL fishery,Male,65,98,0.1782
2012,LL fishery,Male,65,106,0.1752
2013,LL fishery,Male,65,117,0.1711
2014,LL fishery,Male,65,99,0.174
2015,LL fishery,Male,65,67,0.1482
2016,LL fishery,Male,65,81,0.1558
2017,LL fishery,Male,65,96,0.1592
2018,LL fishery,Male,65,85,0.168
2019,LL fishery,Male,65,88,0.1715
2020,LL fishery,Male,65,79,0.1546
2002,LL survey,Male,65,32,0.0912
2003,LL survey,Male,65,43,0.1091
2004,LL survey,Male,65,40,0.1166
2005,LL survey,Male,65,68,0.1858
2006,LL survey,Male,65,51,0.1609
2007,LL survey,Male,65,65,0.1929
2008,LL survey,Male,65,44,0.1624
2009,LL survey,Male,65,38,0.1502
2010,LL survey,Male,65,56,0.1965
2011,LL survey,Male,65,55,0.1768
2012,LL survey,Male,65,59,0.185
2013,LL survey,Male,65,47,0.1679
2014,LL survey,Male,65,41,0.1491
2015,LL survey,Male,65,28,0.1393
2016,LL survey,Male,65,25,0.1055
2017,LL survey,Male,65,38,0.152
2018,LL survey,Male,65,24,0.1116
2019,LL survey,Male,65,22,0.1111
2020,LL survey,Male,65,20,0.0837
1997,LL survey,Male,65,41,0.1519
1998,LL survey,Male,65,29,0.1859
1999,LL survey,Male,65,23,0.1369
2000,LL survey,Male,65,12,0.0628
2001,LL survey,Male,65,33,0.1255
2002,LL fishery,Sex combined,65,235,0.1015
2003,LL fishery,Sex combined,65,200,0.1107
2004,LL fishery,Sex combined,65,284,0.1195
2005,LL fishery,Sex combined,65,174,0.0984
2006,LL fishery,Sex combined,65,167,0.0988
2007,LL fishery,Sex combined,65,142,0.0939
2008,LL fishery,Sex combined,65,135,0.087
2009,LL fishery,Sex combined,65,147,0.0937
2010,LL fishery,Sex combined,65,152,0.0983
2011,LL fishery,Sex combined,65,146,0.099
2012,LL fishery,Sex combined,65,146,0.0949
2013,LL fishery,Sex combined,65,160,0.1142
2014,LL fishery,Sex combined,65,135,0.0996
2015,LL fishery,Sex combined,65,111,0.0917
2016,LL fishery,Sex combined,65,141,0.0965
2017,LL fishery,Sex combined,65,127,0.088
2018,LL fishery,Sex combined,65,132,0.0998
2019,LL fishery,Sex combined,65,156,0.1163
2020,LL fishery,Sex combined,65,149,0.1151
2002,LL survey,Sex combined,65,43,0.0661
2003,LL survey,Sex combined,65,76,0.0972
2004,LL survey,Sex combined,65,79,0.107
2005,LL survey,Sex combined,65,114,0.1313
2006,LL survey,Sex combined,65,71,0.0967
2007,LL survey,Sex combined,65,101,0.1319
2008,LL survey,Sex combined,65,63,0.1034
2009,LL survey,Sex combined,65,70,0.1131
2010,LL survey,Sex combined,65,76,0.1256
2011,LL survey,Sex combined,65,78,0.1154
2012,LL survey,Sex combined,65,87,0.1198
2013,LL survey,Sex combined,65,72,0.1343
2014,LL survey,Sex combined,65,74,0.1319
2015,LL survey,Sex combined,65,53,0.1075
2016,LL survey,Sex combined,65,41,0.0739
2017,LL survey,Sex combined,65,58,0.0972
2018,LL survey,Sex combined,65,47,0.0836
2019,LL survey,Sex combined,65,49,0.1049
2020,LL survey,Sex combined,65,51,0.0828
1997,LL survey,Sex combined,65,45,0.0846
1998,LL survey,Sex combined,65,34,0.0963
1999,LL survey,Sex combined,65,28,0.0886
2000,LL survey,Sex combined,65,28,0.0693
2001,LL survey,Sex combined,65,48,0.1081
2002,LL fishery,Female,67,112,0.0876
2003,LL fishery,Female,67,113,0.1095
2004,LL fishery,Female,67,157,0.0986
2005,LL fishery,Female,67,129,0.1023
2006,LL fishery,Female,67,99,0.0916
2007,LL fishery,Female,67,70,0.0702
2008,LL fishery,Female,67,90,0.0877
2009,LL fishery,Female,67,81,0.0773
2010,LL fishery,Female,67,71,0.0713
2011,LL fishery,Female,67,71,0.0768
2012,LL fishery,Female,67,72,0.0772
2013,LL fishery,Female,67,55,0.0767
2014,LL fishery,Female,67,50,0.0636
2015,LL fishery,Female,67,61,0.0805
2016,LL fishery,Female,67,53,0.0563
2017,LL fishery,Female,67,52,0.0619
2018,LL fishery,Female,67,55,0.0673
2019,LL fishery,Female,67,69,0.0833
2020,LL fishery,Female,67,90,0.1148
2002,LL survey,Female,67,20,0.0667
2003,LL survey,Female,67,34,0.0876
2004,LL survey,Female,67,41,0.1038
2005,LL survey,Female,67,59,0.1175
2006,LL survey,Female,67,43,0.1031
2007,LL survey,Female,67,49,0.1142
2008,LL survey,Female,67,36,0.1065
2009,LL survey,Female,67,34,0.0929
2010,LL survey,Female,67,28,0.0875
2011,LL survey,Female,67,29,0.0795
2012,LL survey,Female,67,43,0.1057
2013,LL survey,Female,67,27,0.1055
2014,LL survey,Female,67,28,0.0979
2015,LL survey,Female,67,32,0.1096
2016,LL survey,Female,67,25,0.0786
2017,LL survey,Female,67,25,0.072
2018,LL survey,Female,67,20,0.0576
2019,LL survey,Female,67,12,0.0446
2020,LL survey,Female,67,43,0.1141
1997,LL survey,Female,67,15,0.0573
1998,LL survey,Female,67,8,0.0406
1999,LL survey,Female,67,5,0.0338
2000,LL survey,Female,67,17,0.0798
2001,LL survey,Female,67,10,0.0552
2002,LL fishery,Male,67,116,0.1118
2003,LL fishery,Male,67,87,0.1124
2004,LL fishery,Male,67,98,0.125
2005,LL fishery,Male,67,71,0.14
2006,LL fishery,Male,67,79,0.1295
2007,LL fishery,Male,67,83,0.1612
2008,LL fishery,Male,67,100,0.1905
2009,LL fishery,Male,67,92,0.1766
2010,LL fishery,Male,67,91,0.1655
2011,LL fishery,Male,67,91,0.1655
2012,LL fishery,Male,67,111,0.1835
2013,LL fishery,Male,67,123,0.1798
2014,LL fishery,Male,67,98,0.1722
2015,LL fishery,Male,67,85,0.1881
2016,LL fishery,Male,67,88,0.1692
2017,LL fishery,Male,67,106,0.1758
2018,LL fishery,Male,67,93,0.1838
2019,LL fishery,Male,67,84,0.1637
2020,LL fishery,Male,67,72,0.1409
2002,LL survey,Male,67,44,0.1254
2003,LL survey,Male,67,41,0.1041
2004,LL survey,Male,67,47,0.137
2005,LL survey,Male,67,44,0.1202
2006,LL survey,Male,67,53,0.1672
2007,LL survey,Male,67,42,0.1246
2008,LL survey,Male,67,36,0.1328
2009,LL survey,Male,67,36,0.1423
2010,LL survey,Male,67,41,0.1439
2011,LL survey,Male,67,40,0.1286
2012,LL survey,Male,67,35,0.1097
2013,LL survey,Male,67,36,0.1286
2014,LL survey,Male,67,37,0.1345
2015,LL survey,Male,67,19,0.0945
2016,LL survey,Male,67,28,0.1181
2017,LL survey,Male,67,27,0.108
2018,LL survey,Male,67,15,0.0698
2019,LL survey,Male,67,21,0.1061
2020,LL survey,Male,67,15,0.0628
1997,LL survey,Male,67,52,0.1926
1998,LL survey,Male,67,18,0.1154
1999,LL survey,Male,67,18,0.1071
2000,LL survey,Male,67,22,0.1152
2001,LL survey,Male,67,30,0.1141
2002,LL fishery,Sex combined,67,228,0.0984
2003,LL fishery,Sex combined,67,200,0.1107
2004,LL fishery,Sex combined,67,255,0.1073
2005,LL fishery,Sex combined,67,200,0.1131
2006,LL fishery,Sex combined,67,178,0.1053
2007,LL fishery,Sex combined,67,153,0.1012
2008,LL fishery,Sex combined,67,190,0.1225
2009,LL fishery,Sex combined,67,173,0.1103
2010,LL fishery,Sex combined,67,162,0.1048
2011,LL fishery,Sex combined,67,162,0.1098
2012,LL fishery,Sex combined,67,183,0.119
2013,LL fishery,Sex combined,67,178,0.1271
2014,LL fishery,Sex combined,67,148,0.1092
2015,LL fishery,Sex combined,67,146,0.1207
2016,LL fishery,Sex combined,67,141,0.0965
2017,LL fishery,Sex combined,67,158,0.1095
2018,LL fishery,Sex combined,67,148,0.1119
2019,LL fishery,Sex combined,67,153,0.1141
2020,LL fishery,Sex combined,67,162,0.1251
2002,LL survey,Sex combined,67,64,0.0983
2003,LL survey,Sex combined,67,75,0.0959
2004,LL survey,Sex combined,67,88,0.1192
2005,LL survey,Sex combined,67,103,0.1187
2006,LL survey,Sex combined,67,96,0.1308
2007,LL survey,Sex combined,67,91,0.1188
2008,LL survey,Sex combined,67,72,0.1182
2009,LL survey,Sex combined,67,70,0.1131
2010,LL survey,Sex combined,67,69,0.114
2011,LL survey,Sex combined,67,69,0.1021
2012,LL survey,Sex combined,67,78,0.1074
2013,LL survey,Sex combined,67,63,0.1175
2014,LL survey,Sex combined,67,65,0.1159
2015,LL survey,Sex combined,67,51,0.1034
2016,LL survey,Sex combined,67,53,0.0955
2017,LL survey,Sex combined,67,52,0.0871
2018,LL survey,Sex combined,67,35,0.0623
2019,LL survey,Sex combined,67,33,0.0707
2020,LL survey,Sex combined,67,58,0.0942
1997,LL survey,Sex combined,67,67,0.1259
1998,LL survey,Sex combined,67,26,0.0737
1999,LL survey,Sex combined,67,23,0.0728
2000,LL survey,Sex combined,67,39,0.0965
2001,LL survey,Sex combined,67,40,0.0901
2002,LL fishery,Female,69,122,0.0955
2003,LL fishery,Female,69,135,0.1308
2004,LL fishery,Female,69,200,0.1256
2005,LL fishery,Female,69,148,0.1174
2006,LL fishery,Female,69,137,0.1267
2007,LL fishery,Female,69,123,0.1234
2008,LL fishery,Female,69,103,0.1004
2009,LL fishery,Female,69,103,0.0983
2010,LL fishery,Female,69,103,0.1034
2011,LL fishery,Female,69,94,0.1016
2012,LL fishery,Female,69,91,0.0975
2013,LL fishery,Female,69,65,0.0907
2014,LL fishery,Female,69,61,0.0776
2015,LL fishery,Female,69,82,0.1082
2016,LL fishery,Female,69,73,0.0776
2017,LL fishery,Female,69,49,0.0583
2018,LL fishery,Female,69,64,0.0783
2019,LL fishery,Female,69,59,0.0713
2020,LL fishery,Female,69,63,0.0804
2002,LL survey,Female,69,18,0.06
2003,LL survey,Female,69,48,0.1237
2004,LL survey,Female,69,51,0.1291
2005,LL survey,Female,69,59,0.1175
2006,LL survey,Female,69,67,0.1607
2007,LL survey,Female,69,49,0.1142
2008,LL survey,Female,69,43,0.1272
2009,LL survey,Female,69,37,0.1011
2010,LL survey,Female,69,35,0.1094
2011,LL survey,Female,69,44,0.1205
2012,LL survey,Female,69,35,0.086
2013,LL survey,Female,69,26,0.1016
2014,LL survey,Female,69,28,0.0979
2015,LL survey,Female,69,21,0.0719
2016,LL survey,Female,69,32,0.1006
2017,LL survey,Female,69,21,0.0605
2018,LL survey,Female,69,22,0.0634
2019,LL survey,Female,69,8,0.0297
2020,LL survey,Female,69,15,0.0398
1997,LL survey,Female,69,21,0.0802
1998,LL survey,Female,69,18,0.0914
1999,LL survey,Female,69,7,0.0473
2000,LL survey,Female,69,16,0.0751
2001,LL survey,Female,69,10,0.0552
2002,LL fishery,Male,69,98,0.0944
2003,LL fishery,Male,69,65,0.084
2004,LL fishery,Male,69,74,0.0944
2005,LL fishery,Male,69,53,0.1045
2006,LL fishery,Male,69,57,0.0934
2007,LL fishery,Male,69,70,0.1359
2008,LL fishery,Male,69,69,0.1314
2009,LL fishery,Male,69,65,0.1248
2010,LL fishery,Male,69,69,0.1255
2011,LL fishery,Male,69,89,0.1618
2012,LL fishery,Male,69,79,0.1306
2013,LL fishery,Male,69,69,0.1009
2014,LL fishery,Male,69,83,0.1459
2015,LL fishery,Male,69,63,0.1394
2016,LL fishery,Male,69,71,0.1365
2017,LL fishery,Male,69,78,0.1294
2018,LL fishery,Male,69,57,0.1126
2019,LL fishery,Male,69,75,0.1462
2020,LL fishery,Male,69,81,0.1585
2002,LL survey,Male,69,36,0.1026
2003,LL survey,Male,69,36,0.0914
2004,LL survey,Male,69,30,0.0875
2005,LL survey,Male,69,34,0.0929
2006,LL survey,Male,69,36,0.1136
2007,LL survey,Male,69,23,0.0682
2008,LL survey,Male,69,25,0.0923
2009,LL survey,Male,69,28,0.1107
2010,LL survey,Male,69,30,0.1053
2011,LL survey,Male,69,34,0.1093
2012,LL survey,Male,69,18,0.0564
2013,LL survey,Male,69,22,0.0786
2014,LL survey,Male,69,17,0.0618
2015,LL survey,Male,69,23,0.1144
2016,LL survey,Male,69,25,0.1055
2017,LL survey,Male,69,14,0.056
2018,LL survey,Male,69,27,0.1256
2019,LL survey,Male,69,11,0.0556
2020,LL survey,Male,69,10,0.0418
1997,LL survey,Male,69,42,0.1556
1998,LL survey,Male,69,28,0.1795
1999,LL survey,Male,69,18,0.1071
2000,LL survey,Male,69,24,0.1257
2001,LL survey,Male,69,33,0.1255
2002,LL fishery,Sex combined,69,220,0.095
2003,LL fishery,Sex combined,69,200,0.1107
2004,LL fishery,Sex combined,69,274,0.1153
2005,LL fishery,Sex combined,69,201,0.1137
2006,LL fishery,Sex combined,69,194,0.1147
2007,LL fishery,Sex combined,69,193,0.1276
2008,LL fishery,Sex combined,69,172,0.1109
2009,LL fishery,Sex combined,69,168,0.1071
2010,LL fishery,Sex combined,69,172,0.1113
2011,LL fishery,Sex combined,69,183,0.1241
2012,LL fishery,Sex combined,69,170,0.1105
2013,LL fishery,Sex combined,69,134,0.0956
2014,LL fishery,Sex combined,69,144,0.1063
2015,LL fishery,Sex combined,69,145,0.1198
2016,LL fishery,Sex combined,69,144,0.0986
2017,LL fishery,Sex combined,69,127,0.088
2018,LL fishery,Sex combined,69,121,0.0915
2019,LL fishery,Sex combined,69,134,0.0999
2020,LL fishery,Sex combined,69,144,0.1112
2002,LL survey,Sex combined,69,54,0.0829
2003,LL survey,Sex combined,69,84,0.1074
2004,LL survey,Sex combined,69,81,0.1098
2005,LL survey,Sex combined,69,93,0.1071
2006,LL survey,Sex combined,69,103,0.1403
2007,LL survey,Sex combined,69,72,0.094
2008,LL survey,Sex combined,69,68,0.1117
2009,LL survey,Sex combined,69,65,0.105
2010,LL survey,Sex combined,69,65,0.1074
2011,LL survey,Sex combined,69,78,0.1154
2012,LL survey,Sex combined,69,53,0.073
2013,LL survey,Sex combined,69,48,0.0896
2014,LL survey,Sex combined,69,45,0.0802
2015,LL survey,Sex combined,69,44,0.0892
2016,LL survey,Sex combined,69,57,0.1027
2017,LL survey,Sex combined,69,35,0.0586
2018,LL survey,Sex combined,69,49,0.0872
2019,LL survey,Sex combined,69,19,0.0407
2020,LL survey,Sex combined,69,25,0.0406
1997,LL survey,Sex combined,69,63,0.1184
1998,LL survey,Sex combined,69,46,0.1303
1999,LL survey,Sex combined,69,25,0.0791
2000,LL survey,Sex combined,69,40,0.099
2001,LL survey,Sex combined,69,43,0.0968
2002,LL fishery,Female,71,113,0.0884
2003,LL fishery,Female,71,130,0.126
2004,LL fishery,Female,71,198,0.1244
2005,LL fishery,Female,71,138,0.1094
2006,LL fishery,Female,71,151,0.1397
2007,LL fishery,Female,71,130,0.1304
2008,LL fishery,Female,71,137,0.1335
2009,LL fishery,Female,71,151,0.1441
2010,LL fishery,Female,71,137,0.1376
2011,LL fishery,Female,71,127,0.1373
2012,LL fishery,Female,71,122,0.1308
2013,LL fishery,Female,71,84,0.1172
2014,LL fishery,Female,71,79,0.1005
2015,LL fishery,Female,71,61,0.0805
2016,LL fishery,Female,71,83,0.0882
2017,LL fishery,Female,71,72,0.0857
2018,LL fishery,Female,71,72,0.0881
2019,LL fishery,Female,71,78,0.0942
2020,LL fishery,Female,71,53,0.0676
2002,LL survey,Female,71,16,0.0533
2003,LL survey,Female,71,34,0.0876
2004,LL survey,Female,71,45,0.1139
2005,LL survey,Female,71,76,0.1514
2006,LL survey,Female,71,75,0.1799
2007,LL survey,Female,71,58,0.1352
2008,LL survey,Female,71,39,0.1154
2009,LL survey,Female,71,65,0.1776
2010,LL survey,Female,71,33,0.1031
2011,LL survey,Female,71,32,0.0877
2012,LL survey,Female,71,49,0.1204
2013,LL survey,Female,71,24,0.0938
2014,LL survey,Female,71,22,0.0769
2015,LL survey,Female,71,35,0.1199
2016,LL survey,Female,71,24,0.0755
2017,LL survey,Female,71,18,0.0519
2018,LL survey,Female,71,31,0.0893
2019,LL survey,Female,71,17,0.0632
2020,LL survey,Female,71,19,0.0504
1997,LL survey,Female,71,21,0.0802
1998,LL survey,Female,71,20,0.1015
1999,LL survey,Female,71,8,0.0541
2000,LL survey,Female,71,13,0.061
2001,LL survey,Female,71,10,0.0552
2002,LL fishery,Male,71,94,0.0906
2003,LL fishery,Male,71,48,0.062
2004,LL fishery,Male,71,48,0.0612
2005,LL fishery,Male,71,41,0.0809
2006,LL fishery,Male,71,32,0.0525
2007,LL fishery,Male,71,44,0.0854
2008,LL fishery,Male,71,46,0.0876
2009,LL fishery,Male,71,50,0.096
2010,LL fishery,Male,71,56,0.1018
2011,LL fishery,Male,71,40,0.0727
2012,LL fishery,Male,71,61,0.1008
2013,LL fishery,Male,71,46,0.0673
2014,LL fishery,Male,71,53,0.0931
2015,LL fishery,Male,71,52,0.115
2016,LL fishery,Male,71,59,0.1135
2017,LL fishery,Male,71,58,0.0962
2018,LL fishery,Male,71,52,0.1028
2019,LL fishery,Male,71,66,0.1287
2020,LL fishery,Male,71,35,0.0685
2002,LL survey,Male,71,23,0.0655
2003,LL survey,Male,71,30,0.0761
2004,LL survey,Male,71,10,0.0292
2005,LL survey,Male,71,25,0.0683
2006,LL survey,Male,71,12,0.0379
2007,LL survey,Male,71,22,0.0653
2008,LL survey,Male,71,18,0.0664
2009,LL survey,Male,71,23,0.0909
2010,LL survey,Male,71,21,0.0737
2011,LL survey,Male,71,25,0.0804
2012,LL survey,Male,71,26,0.0815
2013,LL survey,Male,71,11,0.0393
2014,LL survey,Male,71,21,0.0764
2015,LL survey,Male,71,14,0.0697
2016,LL survey,Male,71,14,0.0591
2017,LL survey,Male,71,11,0.044
2018,LL survey,Male,71,10,0.0465
2019,LL survey,Male,71,8,0.0404
2020,LL survey,Male,71,4,0.0167
1997,LL survey,Male,71,22,0.0815
1998,LL survey,Male,71,10,0.0641
1999,LL survey,Male,71,11,0.0655
2000,LL survey,Male,71,13,0.0681
2001,LL survey,Male,71,21,0.0798
2002,LL fishery,Sex combined,71,207,0.0894
2003,LL fishery,Sex combined,71,178,0.0986
2004,LL fishery,Sex combined,71,246,0.1035
2005,LL fishery,Sex combined,71,179,0.1012
2006,LL fishery,Sex combined,71,183,0.1082
2007,LL fishery,Sex combined,71,174,0.1151
2008,LL fishery,Sex combined,71,183,0.118
2009,LL fishery,Sex combined,71,201,0.1281
2010,LL fishery,Sex combined,71,193,0.1248
2011,LL fishery,Sex combined,71,167,0.1132
2012,LL fishery,Sex combined,71,183,0.119
