year,Source,Sex,age,n,proportion,Age
2002,LL fishery,Male,11,40,0.03891,11
2003,LL fishery,Male,11,29,0.03776,11
2004,LL fishery,Male,11,26,0.03372,11
2005,LL fishery,Male,11,36,0.07157,11
2006,LL fishery,Male,11,43,0.07107,11
2007,LL fishery,Male,11,31,0.06078,11
2008,LL fishery,Male,11,41,0.0793,11
2009,LL fishery,Male,11,40,0.07782,11
2010,LL fishery,Male,11,33,0.06022,11
2011,LL fishery,Male,11,19,0.03473,11
2012,LL fishery,Male,11,26,0.04333,11
2013,LL fishery,Male,11,37,0.05657,11
2014,LL fishery,Male,11,26,0.04635,11
2015,LL fishery,Male,11,14,0.03097,11
2016,LL fishery,Male,11,21,0.04183,11
2017,LL fishery,Male,11,18,0.03051,11
2018,LL fishery,Male,11,19,0.03777,11
2019,LL fishery,Male,11,15,0.03049,11
2020,LL fishery,Male,11,11,0.02153,11
2002,LL survey,Male,11,18,0.05085,11
2003,LL survey,Male,11,11,0.02778,11
2004,LL survey,Male,11,15,0.04348,11
2005,LL survey,Male,11,24,0.06522,11
2006,LL survey,Male,11,34,0.10658,11
2007,LL survey,Male,11,18,0.0531,11
2008,LL survey,Male,11,22,0.08059,11
2009,LL survey,Male,11,23,0.09091,11
2010,LL survey,Male,11,20,0.07018,11
2011,LL survey,Male,11,12,0.03859,11
2012,LL survey,Male,11,12,0.03762,11
2013,LL survey,Male,11,17,0.06071,11
2014,LL survey,Male,11,17,0.06182,11
2015,LL survey,Male,11,10,0.04975,11
2016,LL survey,Male,11,8,0.03376,11
2017,LL survey,Male,11,7,0.028,11
2018,LL survey,Male,11,10,0.04651,11
2019,LL survey,Male,11,8,0.0404,11
2020,LL survey,Male,11,5,0.02092,11
1997,LL survey,Male,11,9,0.03333,11
1998,LL survey,Male,11,2,0.01274,11
1999,LL survey,Male,11,3,0.01775,11
2000,LL survey,Male,11,5,0.02618,11
2001,LL survey,Male,11,8,0.0303,11
2002,LL fishery,Sex combined,11,109,0.04749,11
2003,LL fishery,Sex combined,11,79,0.04396,11
2004,LL fishery,Sex combined,11,100,0.0432,11
2005,LL fishery,Sex combined,11,105,0.06,11
2006,LL fishery,Sex combined,11,127,0.07555,11
2007,LL fishery,Sex combined,11,129,0.08623,11
2008,LL fishery,Sex combined,11,139,0.09073,11
2009,LL fishery,Sex combined,11,144,0.09231,11
2010,LL fishery,Sex combined,11,117,0.07657,11
2011,LL fishery,Sex combined,11,69,0.04707,11
2012,LL fishery,Sex combined,11,84,0.05512,11
2013,LL fishery,Sex combined,11,65,0.04962,11
2014,LL fishery,Sex combined,11,68,0.05082,11
2015,LL fishery,Sex combined,11,53,0.04398,11
2016,LL fishery,Sex combined,11,60,0.04208,11
2017,LL fishery,Sex combined,11,60,0.04225,11
2018,LL fishery,Sex combined,11,60,0.04559,11
2019,LL fishery,Sex combined,11,35,0.02699,11
2020,LL fishery,Sex combined,11,30,0.02317,11
2002,LL survey,Sex combined,11,36,0.05496,11
2003,LL survey,Sex combined,11,31,0.03954,11
2004,LL survey,Sex combined,11,45,0.06081,11
2005,LL survey,Sex combined,11,54,0.06171,11
2006,LL survey,Sex combined,11,72,0.09783,11
2007,LL survey,Sex combined,11,54,0.06968,11
2008,LL survey,Sex combined,11,52,0.08483,11
2009,LL survey,Sex combined,11,51,0.08239,11
2010,LL survey,Sex combined,11,43,0.07107,11
2011,LL survey,Sex combined,11,29,0.0429,11
2012,LL survey,Sex combined,11,27,0.03719,11
2013,LL survey,Sex combined,11,23,0.04291,11
2014,LL survey,Sex combined,11,35,0.06239,11
2015,LL survey,Sex combined,11,28,0.05668,11
2016,LL survey,Sex combined,11,22,0.03964,11
2017,LL survey,Sex combined,11,17,0.02848,11
2018,LL survey,Sex combined,11,23,0.04093,11
2019,LL survey,Sex combined,11,19,0.04069,11
2020,LL survey,Sex combined,11,14,0.02273,11
1997,LL survey,Sex combined,11,19,0.03571,11
1998,LL survey,Sex combined,11,9,0.02542,11
1999,LL survey,Sex combined,11,5,0.01572,11
2000,LL survey,Sex combined,11,14,0.03465,11
2001,LL survey,Sex combined,11,17,0.0382,11
2002,LL fishery,Female,12,60,0.04736,12
2003,LL fishery,Female,12,22,0.02138,12
2004,LL fishery,Female,12,43,0.02785,12
2005,LL fishery,Female,12,47,0.03769,12
2006,LL fishery,Female,12,64,0.05948,12
2007,LL fishery,Female,12,80,0.08114,12
2008,LL fishery,Female,12,76,0.07488,12
2009,LL fishery,Female,12,86,0.08222,12
2010,LL fishery,Female,12,86,0.08776,12
2011,LL fishery,Female,12,58,0.06311,12
2012,LL fishery,Female,12,69,0.07468,12
2013,LL fishery,Female,12,42,0.06402,12
2014,LL fishery,Female,12,48,0.06178,12
2015,LL fishery,Female,12,43,0.0571,12
2016,LL fishery,Female,12,44,0.04762,12
2017,LL fishery,Female,12,40,0.04819,12
2018,LL fishery,Female,12,29,0.03567,12
2019,LL fishery,Female,12,32,0.03975,12
2020,LL fishery,Female,12,11,0.01403,12
2002,LL survey,Female,12,8,0.02658,12
2003,LL survey,Female,12,16,0.04124,12
2004,LL survey,Female,12,12,0.03038,12
2005,LL survey,Female,12,32,0.06312,12
2006,LL survey,Female,12,31,0.07434,12
2007,LL survey,Female,12,25,0.05734,12
2008,LL survey,Female,12,35,0.10294,12
2009,LL survey,Female,12,33,0.09016,12
2010,LL survey,Female,12,31,0.09688,12
2011,LL survey,Female,12,14,0.03836,12
2012,LL survey,Female,12,19,0.04668,12
2013,LL survey,Female,12,15,0.05859,12
2014,LL survey,Female,12,17,0.05944,12
2015,LL survey,Female,12,23,0.0785,12
2016,LL survey,Female,12,10,0.03145,12
2017,LL survey,Female,12,11,0.0317,12
2018,LL survey,Female,12,13,0.03746,12
2019,LL survey,Female,12,9,0.03346,12
2020,LL survey,Female,12,7,0.01857,12
1997,LL survey,Female,12,8,0.03053,12
1998,LL survey,Female,12,7,0.03553,12
1999,LL survey,Female,12,2,0.01342,12
2000,LL survey,Female,12,5,0.02347,12
2001,LL survey,Female,12,7,0.03867,12
2002,LL fishery,Male,12,27,0.02626,12
2003,LL fishery,Male,12,20,0.02604,12
2004,LL fishery,Male,12,20,0.02594,12
2005,LL fishery,Male,12,14,0.02783,12
2006,LL fishery,Male,12,24,0.03967,12
2007,LL fishery,Male,12,28,0.0549,12
2008,LL fishery,Male,12,29,0.05609,12
2009,LL fishery,Male,12,32,0.06226,12
2010,LL fishery,Male,12,34,0.06204,12
2011,LL fishery,Male,12,22,0.04022,12
2012,LL fishery,Male,12,28,0.04667,12
2013,LL fishery,Male,12,41,0.06269,12
2014,LL fishery,Male,12,37,0.06595,12
2015,LL fishery,Male,12,19,0.04204,12
2016,LL fishery,Male,12,16,0.03187,12
2017,LL fishery,Male,12,22,0.03729,12
2018,LL fishery,Male,12,16,0.03181,12
2019,LL fishery,Male,12,19,0.03862,12
2020,LL fishery,Male,12,15,0.02935,12
2002,LL survey,Male,12,3,0.00847,12
2003,LL survey,Male,12,10,0.02525,12
2004,LL survey,Male,12,11,0.03188,12
2005,LL survey,Male,12,12,0.03261,12
2006,LL survey,Male,12,18,0.05643,12
2007,LL survey,Male,12,16,0.0472,12
2008,LL survey,Male,12,21,0.07692,12
2009,LL survey,Male,12,17,0.06719,12
2010,LL survey,Male,12,25,0.08772,12
2011,LL survey,Male,12,16,0.05145,12
2012,LL survey,Male,12,11,0.03448,12
2013,LL survey,Male,12,15,0.05357,12
2014,LL survey,Male,12,8,0.02909,12
2015,LL survey,Male,12,8,0.0398,12
2016,LL survey,Male,12,5,0.0211,12
2017,LL survey,Male,12,10,0.04,12
2018,LL survey,Male,12,5,0.02326,12
2019,LL survey,Male,12,6,0.0303,12
2020,LL survey,Male,12,5,0.02092,12
1997,LL survey,Male,12,9,0.03333,12
1998,LL survey,Male,12,4,0.02548,12
1999,LL survey,Male,12,0,0,12
2000,LL survey,Male,12,2,0.01047,12
2001,LL survey,Male,12,11,0.04167,12
2002,LL fishery,Sex combined,12,87,0.03791,12
2003,LL fishery,Sex combined,12,42,0.02337,12
2004,LL fishery,Sex combined,12,63,0.02721,12
2005,LL fishery,Sex combined,12,61,0.03486,12
2006,LL fishery,Sex combined,12,88,0.05235,12
2007,LL fishery,Sex combined,12,108,0.07219,12
2008,LL fishery,Sex combined,12,105,0.06854,12
2009,LL fishery,Sex combined,12,118,0.07564,12
2010,LL fishery,Sex combined,12,120,0.07853,12
2011,LL fishery,Sex combined,12,80,0.05457,12
2012,LL fishery,Sex combined,12,97,0.06365,12
2013,LL fishery,Sex combined,12,83,0.06336,12
2014,LL fishery,Sex combined,12,85,0.06353,12
2015,LL fishery,Sex combined,12,62,0.05145,12
2016,LL fishery,Sex combined,12,60,0.04208,12
2017,LL fishery,Sex combined,12,62,0.04366,12
2018,LL fishery,Sex combined,12,45,0.03419,12
2019,LL fishery,Sex combined,12,51,0.03932,12
2020,LL fishery,Sex combined,12,26,0.02008,12
2002,LL survey,Sex combined,12,11,0.01679,12
2003,LL survey,Sex combined,12,26,0.03316,12
2004,LL survey,Sex combined,12,23,0.03108,12
2005,LL survey,Sex combined,12,44,0.05029,12
2006,LL survey,Sex combined,12,49,0.06658,12
2007,LL survey,Sex combined,12,41,0.0529,12
2008,LL survey,Sex combined,12,56,0.09135,12
2009,LL survey,Sex combined,12,50,0.08078,12
2010,LL survey,Sex combined,12,56,0.09256,12
2011,LL survey,Sex combined,12,30,0.04438,12
2012,LL survey,Sex combined,12,30,0.04132,12
2013,LL survey,Sex combined,12,30,0.05597,12
2014,LL survey,Sex combined,12,25,0.04456,12
2015,LL survey,Sex combined,12,31,0.06275,12
2016,LL survey,Sex combined,12,15,0.02703,12
2017,LL survey,Sex combined,12,21,0.03518,12
2018,LL survey,Sex combined,12,18,0.03203,12
2019,LL survey,Sex combined,12,15,0.03212,12
2020,LL survey,Sex combined,12,12,0.01948,12
1997,LL survey,Sex combined,12,17,0.03195,12
1998,LL survey,Sex combined,12,11,0.03107,12
1999,LL survey,Sex combined,12,2,0.00629,12
2000,LL survey,Sex combined,12,7,0.01733,12
2001,LL survey,Sex combined,12,18,0.04045,12
2002,LL fishery,Female,13,64,0.05051,13
2003,LL fishery,Female,13,22,0.02138,13
2004,LL fishery,Female,13,24,0.01554,13
2005,LL fishery,Female,13,31,0.02486,13
2006,LL fishery,Female,13,44,0.04089,13
2007,LL fishery,Female,13,32,0.03245,13
2008,LL fishery,Female,13,58,0.05714,13
2009,LL fishery,Female,13,92,0.08795,13
2010,LL fishery,Female,13,91,0.09286,13
2011,LL fishery,Female,13,81,0.08814,13
2012,LL fishery,Female,13,73,0.079,13
2013,LL fishery,Female,13,33,0.0503,13
2014,LL fishery,Female,13,42,0.05405,13
2015,LL fishery,Female,13,38,0.05046,13
2016,LL fishery,Female,13,42,0.04545,13
2017,LL fishery,Female,13,32,0.03855,13
2018,LL fishery,Female,13,29,0.03567,13
2019,LL fishery,Female,13,33,0.04099,13
2020,LL fishery,Female,13,19,0.02423,13
2002,LL survey,Female,13,7,0.02326,13
2003,LL survey,Female,13,14,0.03608,13
2004,LL survey,Female,13,18,0.04557,13
2005,LL survey,Female,13,17,0.03353,13
2006,LL survey,Female,13,24,0.05755,13
2007,LL survey,Female,13,15,0.0344,13
2008,LL survey,Female,13,30,0.08824,13
2009,LL survey,Female,13,13,0.03552,13
2010,LL survey,Female,13,30,0.09375,13
2011,LL survey,Female,13,22,0.06027,13
2012,LL survey,Female,13,27,0.06634,13
2013,LL survey,Female,13,15,0.05859,13
2014,LL survey,Female,13,8,0.02797,13
2015,LL survey,Female,13,13,0.04437,13
2016,LL survey,Female,13,14,0.04403,13
2017,LL survey,Female,13,10,0.02882,13
2018,LL survey,Female,13,12,0.03458,13
2019,LL survey,Female,13,5,0.01859,13
2020,LL survey,Female,13,9,0.02387,13
1997,LL survey,Female,13,10,0.03817,13
1998,LL survey,Female,13,8,0.04061,13
1999,LL survey,Female,13,4,0.02685,13
2000,LL survey,Female,13,6,0.02817,13
2001,LL survey,Female,13,4,0.0221,13
2002,LL fishery,Male,13,36,0.03502,13
2003,LL fishery,Male,13,16,0.02083,13
2004,LL fishery,Male,13,18,0.02335,13
2005,LL fishery,Male,13,15,0.02982,13
2006,LL fishery,Male,13,21,0.03471,13
2007,LL fishery,Male,13,22,0.04314,13
2008,LL fishery,Male,13,32,0.0619,13
2009,LL fishery,Male,13,28,0.05447,13
2010,LL fishery,Male,13,23,0.04197,13
2011,LL fishery,Male,13,33,0.06033,13
2012,LL fishery,Male,13,26,0.04333,13
2013,LL fishery,Male,13,27,0.04128,13
2014,LL fishery,Male,13,23,0.041,13
2015,LL fishery,Male,13,17,0.03761,13
2016,LL fishery,Male,13,12,0.0239,13
2017,LL fishery,Male,13,25,0.04237,13
2018,LL fishery,Male,13,15,0.02982,13
2019,LL fishery,Male,13,14,0.02846,13
2020,LL fishery,Male,13,10,0.01957,13
2002,LL survey,Male,13,4,0.0113,13
2003,LL survey,Male,13,9,0.02273,13
2004,LL survey,Male,13,14,0.04058,13
2005,LL survey,Male,13,17,0.0462,13
2006,LL survey,Male,13,14,0.04389,13
2007,LL survey,Male,13,9,0.02655,13
2008,LL survey,Male,13,12,0.04396,13
2009,LL survey,Male,13,16,0.06324,13
2010,LL survey,Male,13,19,0.06667,13
2011,LL survey,Male,13,18,0.05788,13
2012,LL survey,Male,13,17,0.05329,13
2013,LL survey,Male,13,15,0.05357,13
2014,LL survey,Male,13,10,0.03636,13
2015,LL survey,Male,13,4,0.0199,13
2016,LL survey,Male,13,3,0.01266,13
2017,LL survey,Male,13,9,0.036,13
2018,LL survey,Male,13,12,0.05581,13
2019,LL survey,Male,13,6,0.0303,13
2020,LL survey,Male,13,8,0.03347,13
1997,LL survey,Male,13,13,0.04815,13
1998,LL survey,Male,13,2,0.01274,13
1999,LL survey,Male,13,2,0.01183,13
2000,LL survey,Male,13,0,0,13
2001,LL survey,Male,13,5,0.01894,13
2002,LL fishery,Sex combined,13,100,0.04357,13
2003,LL fishery,Sex combined,13,38,0.02115,13
2004,LL fishery,Sex combined,13,42,0.01814,13
2005,LL fishery,Sex combined,13,46,0.02629,13
2006,LL fishery,Sex combined,13,65,0.03867,13
2007,LL fishery,Sex combined,13,54,0.0361,13
2008,LL fishery,Sex combined,13,90,0.05875,13
2009,LL fishery,Sex combined,13,120,0.07692,13
2010,LL fishery,Sex combined,13,114,0.07461,13
2011,LL fishery,Sex combined,13,114,0.07776,13
2012,LL fishery,Sex combined,13,99,0.06496,13
2013,LL fishery,Sex combined,13,60,0.0458,13
2014,LL fishery,Sex combined,13,65,0.04858,13
2015,LL fishery,Sex combined,13,55,0.04564,13
2016,LL fishery,Sex combined,13,54,0.03787,13
2017,LL fishery,Sex combined,13,57,0.04014,13
2018,LL fishery,Sex combined,13,44,0.03343,13
2019,LL fishery,Sex combined,13,47,0.03624,13
2020,LL fishery,Sex combined,13,29,0.02239,13
2002,LL survey,Sex combined,13,11,0.01679,13
2003,LL survey,Sex combined,13,23,0.02934,13
2004,LL survey,Sex combined,13,32,0.04324,13
2005,LL survey,Sex combined,13,34,0.03886,13
2006,LL survey,Sex combined,13,38,0.05163,13
2007,LL survey,Sex combined,13,24,0.03097,13
2008,LL survey,Sex combined,13,42,0.06852,13
2009,LL survey,Sex combined,13,29,0.04685,13
2010,LL survey,Sex combined,13,49,0.08099,13
2011,LL survey,Sex combined,13,40,0.05917,13
2012,LL survey,Sex combined,13,44,0.06061,13
2013,LL survey,Sex combined,13,30,0.05597,13
2014,LL survey,Sex combined,13,18,0.03209,13
2015,LL survey,Sex combined,13,17,0.03441,13
2016,LL survey,Sex combined,13,17,0.03063,13
2017,LL survey,Sex combined,13,19,0.03183,13
2018,LL survey,Sex combined,13,24,0.0427,13
2019,LL survey,Sex combined,13,11,0.02355,13
2020,LL survey,Sex combined,13,17,0.0276,13
1997,LL survey,Sex combined,13,23,0.04323,13
1998,LL survey,Sex combined,13,10,0.02825,13
1999,LL survey,Sex combined,13,6,0.01887,13
2000,LL survey,Sex combined,13,6,0.01485,13
2001,LL survey,Sex combined,13,9,0.02022,13
2002,LL fishery,Female,14,30,0.02368,14
2003,LL fishery,Female,14,18,0.01749,14
2004,LL fishery,Female,14,28,0.01813,14
2005,LL fishery,Female,14,24,0.01925,14
2006,LL fishery,Female,14,29,0.026950000000000002,14
2007,LL fishery,Female,14,40,0.04057,14
2008,LL fishery,Female,14,28,0.02759,14
2009,LL fishery,Female,14,77,0.07361,14
2010,LL fishery,Female,14,56,0.05714,14
2011,LL fishery,Female,14,59,0.0642,14
2012,LL fishery,Female,14,70,0.07576,14
2013,LL fishery,Female,14,50,0.07622,14
2014,LL fishery,Female,14,44,0.05663,14
2015,LL fishery,Female,14,33,0.04382,14
2016,LL fishery,Female,14,35,0.03788,14
2017,LL fishery,Female,14,33,0.03976,14
2018,LL fishery,Female,14,31,0.03813,14
2019,LL fishery,Female,14,23,0.02857,14
2020,LL fishery,Female,14,17,0.02168,14
2002,LL survey,Female,14,11,0.03654,14
2003,LL survey,Female,14,6,0.01546,14
2004,LL survey,Female,14,4,0.01013,14
2005,LL survey,Female,14,24,0.04734,14
2006,LL survey,Female,14,19,0.04556,14
2007,LL survey,Female,14,11,0.02523,14
2008,LL survey,Female,14,11,0.03235,14
2009,LL survey,Female,14,18,0.04918,14
2010,LL survey,Female,14,25,0.07812,14
2011,LL survey,Female,14,26,0.07123,14
2012,LL survey,Female,14,22,0.05405,14
2013,LL survey,Female,14,18,0.07031,14
2014,LL survey,Female,14,20,0.06993,14
2015,LL survey,Female,14,12,0.04096,14
2016,LL survey,Female,14,10,0.03145,14
2017,LL survey,Female,14,13,0.03746,14
2018,LL survey,Female,14,8,0.02305,14
2019,LL survey,Female,14,8,0.02974,14
2020,LL survey,Female,14,5,0.01326,14
1997,LL survey,Female,14,4,0.01527,14
1998,LL survey,Female,14,5,0.02538,14
1999,LL survey,Female,14,0,0,14
2000,LL survey,Female,14,2,0.00939,14
2001,LL survey,Female,14,4,0.0221,14
2002,LL fishery,Male,14,17,0.01654,14
2003,LL fishery,Male,14,14,0.01823,14
2004,LL fishery,Male,14,14,0.01816,14
2005,LL fishery,Male,14,9,0.01789,14
2006,LL fishery,Male,14,14,0.02314,14
2007,LL fishery,Male,14,15,0.02941,14
2008,LL fishery,Male,14,14,0.02708,14
2009,LL fishery,Male,14,30,0.05837,14
2010,LL fishery,Male,14,21,0.03832,14
2011,LL fishery,Male,14,20,0.03656,14
2012,LL fishery,Male,14,40,0.06667,14
2013,LL fishery,Male,14,26,0.03976,14
2014,LL fishery,Male,14,34,0.06061,14
2015,LL fishery,Male,14,13,0.02876,14
2016,LL fishery,Male,14,21,0.04183,14
2017,LL fishery,Male,14,16,0.02712,14
2018,LL fishery,Male,14,10,0.01988,14
2019,LL fishery,Male,14,10,0.02033,14
2020,LL fishery,Male,14,11,0.02153,14
2002,LL survey,Male,14,6,0.01695,14
2003,LL survey,Male,14,7,0.01768,14
2004,LL survey,Male,14,6,0.01739,14
2005,LL survey,Male,14,11,0.02989,14
2006,LL survey,Male,14,15,0.04702,14
2007,LL survey,Male,14,9,0.02655,14
2008,LL survey,Male,14,10,0.03663,14
2009,LL survey,Male,14,8,0.03162,14
2010,LL survey,Male,14,12,0.04211,14
2011,LL survey,Male,14,11,0.03537,14
2012,LL survey,Male,14,16,0.05016,14
2013,LL survey,Male,14,8,0.02857,14
2014,LL survey,Male,14,10,0.03636,14
2015,LL survey,Male,14,14,0.06965,14
2016,LL survey,Male,14,8,0.03376,14
2017,LL survey,Male,14,9,0.036,14
2018,LL survey,Male,14,5,0.02326,14
2019,LL survey,Male,14,3,0.01515,14
2020,LL survey,Male,14,5,0.02092,14
1997,LL survey,Male,14,9,0.03333,14
1998,LL survey,Male,14,1,0.00637,14
1999,LL survey,Male,14,5,0.02959,14
2000,LL survey,Male,14,4,0.02094,14
2001,LL survey,Male,14,7,0.02652,14
2002,LL fishery,Sex combined,14,47,0.02048,14
2003,LL fishery,Sex combined,14,32,0.01781,14
2004,LL fishery,Sex combined,14,42,0.01814,14
2005,LL fishery,Sex combined,14,33,0.01886,14
2006,LL fishery,Sex combined,14,43,0.02558,14
2007,LL fishery,Sex combined,14,55,0.03676,14
2008,LL fishery,Sex combined,14,42,0.02742,14
2009,LL fishery,Sex combined,14,107,0.06859,14
2010,LL fishery,Sex combined,14,77,0.05039,14
2011,LL fishery,Sex combined,14,79,0.05389,14
2012,LL fishery,Sex combined,14,110,0.07218,14
2013,LL fishery,Sex combined,14,76,0.05802,14
2014,LL fishery,Sex combined,14,78,0.0583,14
2015,LL fishery,Sex combined,14,46,0.03817,14
2016,LL fishery,Sex combined,14,56,0.03927,14
2017,LL fishery,Sex combined,14,49,0.03451,14
2018,LL fishery,Sex combined,14,41,0.03116,14
2019,LL fishery,Sex combined,14,33,0.02544,14
2020,LL fishery,Sex combined,14,28,0.02162,14
2002,LL survey,Sex combined,14,17,0.02595,14
2003,LL survey,Sex combined,14,13,0.01658,14
2004,LL survey,Sex combined,14,10,0.01351,14
2005,LL survey,Sex combined,14,35,0.04,14
2006,LL survey,Sex combined,14,34,0.0462,14
2007,LL survey,Sex combined,14,20,0.02581,14
2008,LL survey,Sex combined,14,21,0.03426,14
2009,LL survey,Sex combined,14,26,0.042,14
2010,LL survey,Sex combined,14,37,0.06116,14
2011,LL survey,Sex combined,14,37,0.05473,14
2012,LL survey,Sex combined,14,38,0.05234,14
2013,LL survey,Sex combined,14,26,0.04851,14
2014,LL survey,Sex combined,14,30,0.05348,14
2015,LL survey,Sex combined,14,26,0.05263,14
2016,LL survey,Sex combined,14,18,0.03243,14
2017,LL survey,Sex combined,14,22,0.03685,14
2018,LL survey,Sex combined,14,13,0.02313,14
2019,LL survey,Sex combined,14,11,0.02355,14
2020,LL survey,Sex combined,14,10,0.01623,14
1997,LL survey,Sex combined,14,13,0.02444,14
1998,LL survey,Sex combined,14,6,0.01695,14
1999,LL survey,Sex combined,14,5,0.01572,14
2000,LL survey,Sex combined,14,6,0.01485,14
2001,LL survey,Sex combined,14,11,0.02472,14
2002,LL fishery,Female,15,28,0.0221,15
2003,LL fishery,Female,15,6,0.00583,15
2004,LL fishery,Female,15,12,0.00777,15
2005,LL fishery,Female,15,21,0.01684,15
2006,LL fishery,Female,15,19,0.01766,15
2007,LL fishery,Female,15,21,0.0213,15
2008,LL fishery,Female,15,24,0.02365,15
2009,LL fishery,Female,15,77,0.07361,15
2010,LL fishery,Female,15,57,0.05816,15
2011,LL fishery,Female,15,76,0.0827,15
2012,LL fishery,Female,15,60,0.06494,15
2013,LL fishery,Female,15,52,0.07927,15
2014,LL fishery,Female,15,48,0.06178,15
2015,LL fishery,Female,15,46,0.06109,15
2016,LL fishery,Female,15,47,0.05087,15
2017,LL fishery,Female,15,30,0.03614,15
2018,LL fishery,Female,15,30,0.0369,15
2019,LL fishery,Female,15,31,0.03851,15
2020,LL fishery,Female,15,10,0.01276,15
2002,LL survey,Female,15,2,0.00664,15
2003,LL survey,Female,15,6,0.01546,15
2004,LL survey,Female,15,4,0.01013,15
2005,LL survey,Female,15,11,0.0217,15
2006,LL survey,Female,15,17,0.04077,15
2007,LL survey,Female,15,11,0.02523,15
2008,LL survey,Female,15,21,0.06176,15
2009,LL survey,Female,15,14,0.03825,15
2010,LL survey,Female,15,22,0.06875,15
2011,LL survey,Female,15,23,0.06301,15
2012,LL survey,Female,15,23,0.05651,15
2013,LL survey,Female,15,9,0.03516,15
2014,LL survey,Female,15,21,0.07343,15
2015,LL survey,Female,15,11,0.03754,15
2016,LL survey,Female,15,9,0.0283,15
2017,LL survey,Female,15,6,0.01729,15
2018,LL survey,Female,15,9,0.02594,15
2019,LL survey,Female,15,3,0.01115,15
2020,LL survey,Female,15,4,0.01061,15
1997,LL survey,Female,15,5,0.01908,15
1998,LL survey,Female,15,7,0.03553,15
1999,LL survey,Female,15,0,0,15
2000,LL survey,Female,15,3,0.01408,15
2001,LL survey,Female,15,4,0.0221,15
2002,LL fishery,Male,15,10,0.00973,15
2003,LL fishery,Male,15,11,0.01432,15
2004,LL fishery,Male,15,9,0.01167,15
2005,LL fishery,Male,15,9,0.01789,15
2006,LL fishery,Male,15,16,0.02645,15
2007,LL fishery,Male,15,14,0.02745,15
2008,LL fishery,Male,15,17,0.03288,15
2009,LL fishery,Male,15,22,0.0428,15
2010,LL fishery,Male,15,28,0.051090000000000003,15
2011,LL fishery,Male,15,34,0.06216,15
2012,LL fishery,Male,15,35,0.05833,15
2013,LL fishery,Male,15,20,0.03058,15
2014,LL fishery,Male,15,21,0.03743,15
2015,LL fishery,Male,15,29,0.06416,15
2016,LL fishery,Male,15,19,0.03785,15
2017,LL fishery,Male,15,21,0.03559,15
2018,LL fishery,Male,15,10,0.01988,15
2019,LL fishery,Male,15,19,0.03862,15
2020,LL fishery,Male,15,12,0.02348,15
2002,LL survey,Male,15,3,0.00847,15
2003,LL survey,Male,15,3,0.00758,15
2004,LL survey,Male,15,7,0.02029,15
2005,LL survey,Male,15,7,0.01902,15
2006,LL survey,Male,15,11,0.03448,15
2007,LL survey,Male,15,4,0.0118,15
2008,LL survey,Male,15,10,0.03663,15
2009,LL survey,Male,15,10,0.03953,15
2010,LL survey,Male,15,18,0.06316,15
2011,LL survey,Male,15,10,0.03215,15
2012,LL survey,Male,15,10,0.03135,15
2013,LL survey,Male,15,14,0.05,15
2014,LL survey,Male,15,10,0.03636,15
2015,LL survey,Male,15,10,0.04975,15
2016,LL survey,Male,15,7,0.02954,15
2017,LL survey,Male,15,6,0.024,15
2018,LL survey,Male,15,7,0.03256,15
2019,LL survey,Male,15,5,0.02525,15
2020,LL survey,Male,15,1,0.00418,15
1997,LL survey,Male,15,7,0.02593,15
1998,LL survey,Male,15,5,0.03185,15
1999,LL survey,Male,15,4,0.02367,15
2000,LL survey,Male,15,1,0.00524,15
2001,LL survey,Male,15,11,0.04167,15
2002,LL fishery,Sex combined,15,38,0.01656,15
2003,LL fishery,Sex combined,15,17,0.00946,15
2004,LL fishery,Sex combined,15,21,0.00907,15
2005,LL fishery,Sex combined,15,30,0.01714,15
2006,LL fishery,Sex combined,15,35,0.02082,15
2007,LL fishery,Sex combined,15,35,0.0234,15
2008,LL fishery,Sex combined,15,41,0.02676,15
2009,LL fishery,Sex combined,15,99,0.06346,15
2010,LL fishery,Sex combined,15,85,0.05563,15
2011,LL fishery,Sex combined,15,110,0.07503,15
2012,LL fishery,Sex combined,15,95,0.06234,15
2013,LL fishery,Sex combined,15,72,0.05496,15
2014,LL fishery,Sex combined,15,69,0.05157,15
2015,LL fishery,Sex combined,15,75,0.06224,15
2016,LL fishery,Sex combined,15,66,0.04628,15
2017,LL fishery,Sex combined,15,51,0.03592,15
2018,LL fishery,Sex combined,15,40,0.0304,15
2019,LL fishery,Sex combined,15,50,0.03855,15
2020,LL fishery,Sex combined,15,22,0.01699,15
2002,LL survey,Sex combined,15,5,0.00763,15
2003,LL survey,Sex combined,15,9,0.01148,15
2004,LL survey,Sex combined,15,11,0.01486,15
2005,LL survey,Sex combined,15,18,0.02057,15
2006,LL survey,Sex combined,15,28,0.03804,15
2007,LL survey,Sex combined,15,15,0.01935,15
2008,LL survey,Sex combined,15,31,0.05057,15
2009,LL survey,Sex combined,15,24,0.03877,15
2010,LL survey,Sex combined,15,40,0.06612,15
2011,LL survey,Sex combined,15,33,0.04882,15
2012,LL survey,Sex combined,15,33,0.04545,15
2013,LL survey,Sex combined,15,23,0.04291,15
2014,LL survey,Sex combined,15,31,0.05526,15
2015,LL survey,Sex combined,15,21,0.04251,15
2016,LL survey,Sex combined,15,16,0.02883,15
2017,LL survey,Sex combined,15,12,0.0201,15
2018,LL survey,Sex combined,15,16,0.02847,15
