year,Source,Sex,age,n,proportion,Age
2019,LL survey,Sex combined,21,12,0.02474,21
1997,LL survey,Sex combined,21,32,0.05959,21
1998,LL survey,Sex combined,21,18,0.05056,21
1999,LL survey,Sex combined,21,10,0.02941,21
2000,LL survey,Sex combined,21,14,0.03423,21
2001,LL survey,Sex combined,21,20,0.04367,21
2002,LL fishery,Female,22,13,0.01026,22
2003,LL fishery,Female,22,16,0.01555,22
2004,LL fishery,Female,22,25,0.01619,22
2005,LL fishery,Female,22,19,0.01524,22
2006,LL fishery,Female,22,18,0.01673,22
2007,LL fishery,Female,22,9,0.00913,22
2008,LL fishery,Female,22,12,0.01182,22
2009,LL fishery,Female,22,15,0.01434,22
2010,LL fishery,Female,22,10,0.0102,22
2011,LL fishery,Female,22,10,0.01088,22
2012,LL fishery,Female,22,11,0.0119,22
2013,LL fishery,Female,22,10,0.01524,22
2014,LL fishery,Female,22,7,0.00901,22
2015,LL fishery,Female,22,10,0.01328,22
2016,LL fishery,Female,22,24,0.02597,22
2017,LL fishery,Female,22,31,0.03735,22
2018,LL fishery,Female,22,25,0.03075,22
2019,LL fishery,Female,22,23,0.02857,22
2002,LL survey,Female,22,8,0.02632,22
2003,LL survey,Female,22,1,0.00256,22
2004,LL survey,Female,22,0,0,22
2005,LL survey,Female,22,4,0.00781,22
2006,LL survey,Female,22,3,0.00714,22
2007,LL survey,Female,22,3,0.00686,22
2008,LL survey,Female,22,4,0.01176,22
2009,LL survey,Female,22,4,0.01093,22
2010,LL survey,Female,22,5,0.01562,22
2011,LL survey,Female,22,5,0.0137,22
2012,LL survey,Female,22,1,0.00246,22
2013,LL survey,Female,22,3,0.01149,22
2014,LL survey,Female,22,2,0.00692,22
2015,LL survey,Female,22,3,0.01024,22
2016,LL survey,Female,22,6,0.01887,22
2017,LL survey,Female,22,4,0.0114,22
2018,LL survey,Female,22,6,0.017,22
2019,LL survey,Female,22,4,0.01444,22
1997,LL survey,Female,22,12,0.04545,22
1998,LL survey,Female,22,8,0.0404,22
1999,LL survey,Female,22,5,0.03205,22
2000,LL survey,Female,22,7,0.03241,22
2001,LL survey,Female,22,3,0.01639,22
2002,LL fishery,Male,22,21,0.02043,22
2003,LL fishery,Male,22,18,0.02344,22
2004,LL fishery,Male,22,13,0.01686,22
2005,LL fishery,Male,22,6,0.01193,22
2006,LL fishery,Male,22,9,0.014880000000000001,22
2007,LL fishery,Male,22,9,0.01765,22
2008,LL fishery,Male,22,2,0.00387,22
2009,LL fishery,Male,22,10,0.01946,22
2010,LL fishery,Male,22,7,0.01277,22
2011,LL fishery,Male,22,15,0.02742,22
2012,LL fishery,Male,22,7,0.01167,22
2013,LL fishery,Male,22,13,0.01988,22
2014,LL fishery,Male,22,12,0.02139,22
2015,LL fishery,Male,22,17,0.03761,22
2016,LL fishery,Male,22,12,0.0239,22
2017,LL fishery,Male,22,14,0.02373,22
2018,LL fishery,Male,22,19,0.03777,22
2019,LL fishery,Male,22,16,0.03252,22
2002,LL survey,Male,22,15,0.04144,22
2003,LL survey,Male,22,7,0.01754,22
2004,LL survey,Male,22,5,0.01362,22
2005,LL survey,Male,22,5,0.01355,22
2006,LL survey,Male,22,3,0.0094,22
2007,LL survey,Male,22,1,0.00295,22
2008,LL survey,Male,22,6,0.02198,22
2009,LL survey,Male,22,2,0.00791,22
2010,LL survey,Male,22,6,0.02105,22
2011,LL survey,Male,22,4,0.01286,22
2012,LL survey,Male,22,1,0.00313,22
2013,LL survey,Male,22,0,0,22
2014,LL survey,Male,22,4,0.01449,22
2015,LL survey,Male,22,2,0.0098,22
2016,LL survey,Male,22,7,0.02941,22
2017,LL survey,Male,22,5,0.01923,22
2018,LL survey,Male,22,3,0.01316,22
2019,LL survey,Male,22,3,0.01442,22
1997,LL survey,Male,22,12,0.04396,22
1998,LL survey,Male,22,11,0.06962,22
1999,LL survey,Male,22,6,0.03261,22
2000,LL survey,Male,22,11,0.05699,22
2001,LL survey,Male,22,8,0.02909,22
2002,LL fishery,Sex combined,22,34,0.01481,22
2003,LL fishery,Sex combined,22,34,0.01892,22
2004,LL fishery,Sex combined,22,38,0.01641,22
2005,LL fishery,Sex combined,22,25,0.01429,22
2006,LL fishery,Sex combined,22,27,0.01606,22
2007,LL fishery,Sex combined,22,18,0.01203,22
2008,LL fishery,Sex combined,22,14,0.00914,22
2009,LL fishery,Sex combined,22,25,0.01603,22
2010,LL fishery,Sex combined,22,17,0.01113,22
2011,LL fishery,Sex combined,22,25,0.01705,22
2012,LL fishery,Sex combined,22,18,0.01181,22
2013,LL fishery,Sex combined,22,23,0.01756,22
2014,LL fishery,Sex combined,22,19,0.0142,22
2015,LL fishery,Sex combined,22,27,0.02241,22
2016,LL fishery,Sex combined,22,36,0.02525,22
2017,LL fishery,Sex combined,22,45,0.03169,22
2018,LL fishery,Sex combined,22,44,0.03343,22
2019,LL fishery,Sex combined,22,39,0.03007,22
2002,LL survey,Sex combined,22,23,0.03453,22
2003,LL survey,Sex combined,22,8,0.01013,22
2004,LL survey,Sex combined,22,5,0.00644,22
2005,LL survey,Sex combined,22,9,0.01022,22
2006,LL survey,Sex combined,22,6,0.00812,22
2007,LL survey,Sex combined,22,4,0.00515,22
2008,LL survey,Sex combined,22,10,0.01631,22
2009,LL survey,Sex combined,22,6,0.00969,22
2010,LL survey,Sex combined,22,11,0.01818,22
2011,LL survey,Sex combined,22,9,0.01331,22
2012,LL survey,Sex combined,22,2,0.00275,22
2013,LL survey,Sex combined,22,3,0.00545,22
2014,LL survey,Sex combined,22,6,0.01062,22
2015,LL survey,Sex combined,22,5,0.01006,22
2016,LL survey,Sex combined,22,13,0.02338,22
2017,LL survey,Sex combined,22,9,0.01473,22
2018,LL survey,Sex combined,22,9,0.01549,22
2019,LL survey,Sex combined,22,7,0.01443,22
1997,LL survey,Sex combined,22,24,0.04469,22
1998,LL survey,Sex combined,22,19,0.05337,22
1999,LL survey,Sex combined,22,11,0.03235,22
2000,LL survey,Sex combined,22,18,0.04401,22
2001,LL survey,Sex combined,22,11,0.02402,22
2002,LL fishery,Female,23,31,0.02447,23
2003,LL fishery,Female,23,10,0.00972,23
2004,LL fishery,Female,23,21,0.0136,23
2005,LL fishery,Female,23,21,0.01684,23
2006,LL fishery,Female,23,14,0.01301,23
2007,LL fishery,Female,23,12,0.01217,23
2008,LL fishery,Female,23,14,0.01379,23
2009,LL fishery,Female,23,12,0.01147,23
2010,LL fishery,Female,23,9,0.00918,23
2011,LL fishery,Female,23,8,0.00871,23
2012,LL fishery,Female,23,8,0.00866,23
2013,LL fishery,Female,23,3,0.00457,23
2014,LL fishery,Female,23,11,0.01416,23
2015,LL fishery,Female,23,16,0.02125,23
2016,LL fishery,Female,23,15,0.01623,23
2017,LL fishery,Female,23,14,0.01687,23
2018,LL fishery,Female,23,18,0.02214,23
2019,LL fishery,Female,23,28,0.03478,23
2002,LL survey,Female,23,14,0.04605,23
2003,LL survey,Female,23,3,0.00767,23
2004,LL survey,Female,23,2,0.00488,23
2005,LL survey,Female,23,7,0.01367,23
2006,LL survey,Female,23,4,0.00952,23
2007,LL survey,Female,23,1,0.00229,23
2008,LL survey,Female,23,0,0,23
2009,LL survey,Female,23,1,0.00273,23
2010,LL survey,Female,23,2,0.00625,23
2011,LL survey,Female,23,3,0.00822,23
2012,LL survey,Female,23,0,0,23
2013,LL survey,Female,23,2,0.00766,23
2014,LL survey,Female,23,3,0.01038,23
2015,LL survey,Female,23,1,0.00341,23
2016,LL survey,Female,23,5,0.01572,23
2017,LL survey,Female,23,1,0.00285,23
2018,LL survey,Female,23,3,0.0085,23
2019,LL survey,Female,23,4,0.01444,23
1997,LL survey,Female,23,11,0.04167,23
1998,LL survey,Female,23,7,0.03535,23
1999,LL survey,Female,23,9,0.05769,23
2000,LL survey,Female,23,3,0.01389,23
2001,LL survey,Female,23,4,0.02186,23
2002,LL fishery,Male,23,22,0.0214,23
2003,LL fishery,Male,23,17,0.02214,23
2004,LL fishery,Male,23,13,0.01686,23
2005,LL fishery,Male,23,8,0.0159,23
2006,LL fishery,Male,23,6,0.00992,23
2007,LL fishery,Male,23,4,0.00784,23
2008,LL fishery,Male,23,12,0.02321,23
2009,LL fishery,Male,23,4,0.00778,23
2010,LL fishery,Male,23,4,0.0073,23
2011,LL fishery,Male,23,6,0.01097,23
2012,LL fishery,Male,23,7,0.01167,23
2013,LL fishery,Male,23,17,0.02599,23
2014,LL fishery,Male,23,6,0.0107,23
2015,LL fishery,Male,23,11,0.02434,23
2016,LL fishery,Male,23,11,0.02191,23
2017,LL fishery,Male,23,15,0.02542,23
2018,LL fishery,Male,23,11,0.02187,23
2019,LL fishery,Male,23,15,0.03049,23
2002,LL survey,Male,23,20,0.05525,23
2003,LL survey,Male,23,7,0.01754,23
2004,LL survey,Male,23,5,0.01362,23
2005,LL survey,Male,23,6,0.01626,23
2006,LL survey,Male,23,6,0.01881,23
2007,LL survey,Male,23,6,0.0177,23
2008,LL survey,Male,23,3,0.01099,23
2009,LL survey,Male,23,4,0.01581,23
2010,LL survey,Male,23,5,0.01754,23
2011,LL survey,Male,23,2,0.00643,23
2012,LL survey,Male,23,6,0.01881,23
2013,LL survey,Male,23,3,0.01038,23
2014,LL survey,Male,23,5,0.01812,23
2015,LL survey,Male,23,3,0.01471,23
2016,LL survey,Male,23,3,0.01261,23
2017,LL survey,Male,23,2,0.00769,23
2018,LL survey,Male,23,2,0.00877,23
2019,LL survey,Male,23,1,0.00481,23
1997,LL survey,Male,23,20,0.07326,23
1998,LL survey,Male,23,5,0.03165,23
1999,LL survey,Male,23,10,0.05435,23
2000,LL survey,Male,23,11,0.05699,23
2001,LL survey,Male,23,8,0.02909,23
2002,LL fishery,Sex combined,23,53,0.02309,23
2003,LL fishery,Sex combined,23,27,0.01503,23
2004,LL fishery,Sex combined,23,34,0.01469,23
2005,LL fishery,Sex combined,23,29,0.01657,23
2006,LL fishery,Sex combined,23,20,0.0119,23
2007,LL fishery,Sex combined,23,16,0.0107,23
2008,LL fishery,Sex combined,23,26,0.01697,23
2009,LL fishery,Sex combined,23,16,0.01026,23
2010,LL fishery,Sex combined,23,13,0.00851,23
2011,LL fishery,Sex combined,23,14,0.00955,23
2012,LL fishery,Sex combined,23,15,0.00984,23
2013,LL fishery,Sex combined,23,20,0.01527,23
2014,LL fishery,Sex combined,23,17,0.01271,23
2015,LL fishery,Sex combined,23,27,0.02241,23
2016,LL fishery,Sex combined,23,26,0.01823,23
2017,LL fishery,Sex combined,23,29,0.02042,23
2018,LL fishery,Sex combined,23,29,0.02204,23
2019,LL fishery,Sex combined,23,43,0.03315,23
2002,LL survey,Sex combined,23,34,0.05105,23
2003,LL survey,Sex combined,23,10,0.01266,23
2004,LL survey,Sex combined,23,7,0.00901,23
2005,LL survey,Sex combined,23,13,0.01476,23
2006,LL survey,Sex combined,23,10,0.01353,23
2007,LL survey,Sex combined,23,7,0.00902,23
2008,LL survey,Sex combined,23,3,0.00489,23
2009,LL survey,Sex combined,23,5,0.00808,23
2010,LL survey,Sex combined,23,7,0.01157,23
2011,LL survey,Sex combined,23,5,0.0074,23
2012,LL survey,Sex combined,23,6,0.00826,23
2013,LL survey,Sex combined,23,5,0.00909,23
2014,LL survey,Sex combined,23,8,0.01416,23
2015,LL survey,Sex combined,23,4,0.00805,23
2016,LL survey,Sex combined,23,8,0.01439,23
2017,LL survey,Sex combined,23,3,0.00491,23
2018,LL survey,Sex combined,23,5,0.00861,23
2019,LL survey,Sex combined,23,5,0.01031,23
1997,LL survey,Sex combined,23,31,0.05773,23
1998,LL survey,Sex combined,23,12,0.03371,23
1999,LL survey,Sex combined,23,19,0.05588,23
2000,LL survey,Sex combined,23,14,0.03423,23
2001,LL survey,Sex combined,23,12,0.0262,23
2002,LL fishery,Female,24,23,0.01815,24
2003,LL fishery,Female,24,13,0.01263,24
2004,LL fishery,Female,24,23,0.0149,24
2005,LL fishery,Female,24,19,0.01524,24
2006,LL fishery,Female,24,11,0.01022,24
2007,LL fishery,Female,24,11,0.01116,24
2008,LL fishery,Female,24,14,0.01379,24
2009,LL fishery,Female,24,9,0.0086,24
2010,LL fishery,Female,24,11,0.01122,24
2011,LL fishery,Female,24,6,0.00653,24
2012,LL fishery,Female,24,4,0.00433,24
2013,LL fishery,Female,24,2,0.00305,24
2014,LL fishery,Female,24,4,0.00515,24
2015,LL fishery,Female,24,6,0.00797,24
2016,LL fishery,Female,24,13,0.01407,24
2017,LL fishery,Female,24,18,0.02169,24
2018,LL fishery,Female,24,20,0.0246,24
2019,LL fishery,Female,24,27,0.03354,24
2002,LL survey,Female,24,10,0.03289,24
2003,LL survey,Female,24,6,0.01535,24
2004,LL survey,Female,24,5,0.0122,24
2005,LL survey,Female,24,2,0.00391,24
2006,LL survey,Female,24,1,0.00238,24
2007,LL survey,Female,24,3,0.00686,24
2008,LL survey,Female,24,1,0.00294,24
2009,LL survey,Female,24,4,0.01093,24
2010,LL survey,Female,24,2,0.00625,24
2011,LL survey,Female,24,1,0.00274,24
2012,LL survey,Female,24,3,0.00737,24
2013,LL survey,Female,24,2,0.00766,24
2014,LL survey,Female,24,3,0.01038,24
2015,LL survey,Female,24,2,0.00683,24
2016,LL survey,Female,24,2,0.00629,24
2017,LL survey,Female,24,6,0.01709,24
2018,LL survey,Female,24,4,0.01133,24
2019,LL survey,Female,24,1,0.00361,24
1997,LL survey,Female,24,11,0.04167,24
1998,LL survey,Female,24,7,0.03535,24
1999,LL survey,Female,24,0,0,24
2000,LL survey,Female,24,5,0.02315,24
2001,LL survey,Female,24,5,0.02732,24
2002,LL fishery,Male,24,26,0.02529,24
2003,LL fishery,Male,24,19,0.02474,24
2004,LL fishery,Male,24,14,0.01816,24
2005,LL fishery,Male,24,10,0.01988,24
2006,LL fishery,Male,24,10,0.01653,24
2007,LL fishery,Male,24,7,0.01373,24
2008,LL fishery,Male,24,11,0.02128,24
2009,LL fishery,Male,24,8,0.01556,24
2010,LL fishery,Male,24,12,0.0219,24
2011,LL fishery,Male,24,6,0.01097,24
2012,LL fishery,Male,24,9,0.015,24
2013,LL fishery,Male,24,13,0.01988,24
2014,LL fishery,Male,24,9,0.01604,24
2015,LL fishery,Male,24,7,0.01549,24
2016,LL fishery,Male,24,8,0.01594,24
2017,LL fishery,Male,24,12,0.02034,24
2018,LL fishery,Male,24,15,0.02982,24
2019,LL fishery,Male,24,10,0.02033,24
2002,LL survey,Male,24,9,0.02486,24
2003,LL survey,Male,24,5,0.01253,24
2004,LL survey,Male,24,5,0.01362,24
2005,LL survey,Male,24,3,0.00813,24
2006,LL survey,Male,24,5,0.01567,24
2007,LL survey,Male,24,4,0.0118,24
2008,LL survey,Male,24,3,0.01099,24
2009,LL survey,Male,24,3,0.01186,24
2010,LL survey,Male,24,1,0.00351,24
2011,LL survey,Male,24,4,0.01286,24
2012,LL survey,Male,24,5,0.01567,24
2013,LL survey,Male,24,5,0.0173,24
2014,LL survey,Male,24,4,0.01449,24
2015,LL survey,Male,24,2,0.0098,24
2016,LL survey,Male,24,2,0.0084,24
2017,LL survey,Male,24,5,0.01923,24
2018,LL survey,Male,24,5,0.02193,24
2019,LL survey,Male,24,3,0.01442,24
1997,LL survey,Male,24,4,0.01465,24
1998,LL survey,Male,24,6,0.03797,24
1999,LL survey,Male,24,6,0.03261,24
2000,LL survey,Male,24,9,0.04663,24
2001,LL survey,Male,24,8,0.02909,24
2002,LL fishery,Sex combined,24,49,0.02135,24
2003,LL fishery,Sex combined,24,32,0.01781,24
2004,LL fishery,Sex combined,24,37,0.01598,24
2005,LL fishery,Sex combined,24,29,0.01657,24
2006,LL fishery,Sex combined,24,21,0.01249,24
2007,LL fishery,Sex combined,24,18,0.01203,24
2008,LL fishery,Sex combined,24,25,0.01632,24
2009,LL fishery,Sex combined,24,17,0.0109,24
2010,LL fishery,Sex combined,24,23,0.01505,24
2011,LL fishery,Sex combined,24,12,0.00819,24
2012,LL fishery,Sex combined,24,13,0.00853,24
2013,LL fishery,Sex combined,24,15,0.01145,24
2014,LL fishery,Sex combined,24,13,0.00972,24
2015,LL fishery,Sex combined,24,13,0.01079,24
2016,LL fishery,Sex combined,24,21,0.01473,24
2017,LL fishery,Sex combined,24,30,0.02113,24
2018,LL fishery,Sex combined,24,35,0.0266,24
2019,LL fishery,Sex combined,24,37,0.02853,24
2002,LL survey,Sex combined,24,19,0.02853,24
2003,LL survey,Sex combined,24,11,0.01392,24
2004,LL survey,Sex combined,24,10,0.01287,24
2005,LL survey,Sex combined,24,5,0.00568,24
2006,LL survey,Sex combined,24,6,0.00812,24
2007,LL survey,Sex combined,24,7,0.00902,24
2008,LL survey,Sex combined,24,4,0.00653,24
2009,LL survey,Sex combined,24,7,0.01131,24
2010,LL survey,Sex combined,24,3,0.00496,24
2011,LL survey,Sex combined,24,5,0.0074,24
2012,LL survey,Sex combined,24,8,0.01102,24
2013,LL survey,Sex combined,24,7,0.01273,24
2014,LL survey,Sex combined,24,7,0.01239,24
2015,LL survey,Sex combined,24,4,0.00805,24
2016,LL survey,Sex combined,24,4,0.00719,24
2017,LL survey,Sex combined,24,11,0.018,24
2018,LL survey,Sex combined,24,9,0.01549,24
2019,LL survey,Sex combined,24,4,0.00825,24
1997,LL survey,Sex combined,24,15,0.02793,24
1998,LL survey,Sex combined,24,13,0.03652,24
1999,LL survey,Sex combined,24,6,0.01765,24
2000,LL survey,Sex combined,24,14,0.03423,24
2001,LL survey,Sex combined,24,13,0.02838,24
2002,LL fishery,Female,25,27,0.02131,25
2003,LL fishery,Female,25,10,0.00972,25
2004,LL fishery,Female,25,17,0.01101,25
2005,LL fishery,Female,25,20,0.01604,25
2006,LL fishery,Female,25,15,0.01394,25
2007,LL fishery,Female,25,12,0.01217,25
2008,LL fishery,Female,25,16,0.01576,25
2009,LL fishery,Female,25,11,0.01052,25
2010,LL fishery,Female,25,9,0.00918,25
2011,LL fishery,Female,25,9,0.00979,25
2012,LL fishery,Female,25,9,0.00974,25
2013,LL fishery,Female,25,3,0.00457,25
2014,LL fishery,Female,25,4,0.00515,25
2015,LL fishery,Female,25,7,0.0093,25
2016,LL fishery,Female,25,10,0.01082,25
2017,LL fishery,Female,25,11,0.01325,25
2018,LL fishery,Female,25,14,0.01722,25
2019,LL fishery,Female,25,21,0.02609,25
2002,LL survey,Female,25,9,0.02961,25
2003,LL survey,Female,25,6,0.01535,25
2004,LL survey,Female,25,3,0.00732,25
2005,LL survey,Female,25,4,0.00781,25
2006,LL survey,Female,25,2,0.00476,25
2007,LL survey,Female,25,4,0.00915,25
2008,LL survey,Female,25,3,0.00882,25
2009,LL survey,Female,25,4,0.01093,25
2010,LL survey,Female,25,2,0.00625,25
2011,LL survey,Female,25,4,0.01096,25
2012,LL survey,Female,25,3,0.00737,25
2013,LL survey,Female,25,3,0.01149,25
2014,LL survey,Female,25,4,0.01384,25
2015,LL survey,Female,25,2,0.00683,25
2016,LL survey,Female,25,2,0.00629,25
2017,LL survey,Female,25,3,0.00855,25
2018,LL survey,Female,25,2,0.00567,25
2019,LL survey,Female,25,0,0,25
1997,LL survey,Female,25,6,0.02273,25
1998,LL survey,Female,25,1,0.00505,25
1999,LL survey,Female,25,1,0.00641,25
2000,LL survey,Female,25,4,0.01852,25
2001,LL survey,Female,25,3,0.01639,25
2002,LL fishery,Male,25,19,0.01848,25
2003,LL fishery,Male,25,11,0.01432,25
2004,LL fishery,Male,25,12,0.01556,25
2005,LL fishery,Male,25,8,0.0159,25
2006,LL fishery,Male,25,14,0.02314,25
2007,LL fishery,Male,25,8,0.01569,25
2008,LL fishery,Male,25,6,0.01161,25
2009,LL fishery,Male,25,10,0.01946,25
2010,LL fishery,Male,25,4,0.0073,25
2011,LL fishery,Male,25,4,0.00731,25
2012,LL fishery,Male,25,6,0.01,25
2013,LL fishery,Male,25,5,0.00765,25
2014,LL fishery,Male,25,7,0.01248,25
2015,LL fishery,Male,25,10,0.02212,25
2016,LL fishery,Male,25,9,0.01793,25
2017,LL fishery,Male,25,12,0.02034,25
2018,LL fishery,Male,25,14,0.02783,25
2019,LL fishery,Male,25,15,0.03049,25
2002,LL survey,Male,25,13,0.03591,25
2003,LL survey,Male,25,9,0.02256,25
2004,LL survey,Male,25,8,0.0218,25
2005,LL survey,Male,25,6,0.01626,25
2006,LL survey,Male,25,8,0.02508,25
2007,LL survey,Male,25,1,0.00295,25
2008,LL survey,Male,25,4,0.01465,25
2009,LL survey,Male,25,2,0.00791,25
2010,LL survey,Male,25,1,0.00351,25
2011,LL survey,Male,25,2,0.00643,25
2012,LL survey,Male,25,4,0.01254,25
2013,LL survey,Male,25,2,0.00692,25
2014,LL survey,Male,25,7,0.02536,25
2015,LL survey,Male,25,2,0.0098,25
2016,LL survey,Male,25,2,0.0084,25
2017,LL survey,Male,25,0,0,25
2018,LL survey,Male,25,0,0,25
2019,LL survey,Male,25,4,0.01923,25
1997,LL survey,Male,25,4,0.01465,25
1998,LL survey,Male,25,1,0.00633,25
1999,LL survey,Male,25,1,0.00543,25
2000,LL survey,Male,25,12,0.06218,25
2001,LL survey,Male,25,4,0.01455,25
2002,LL fishery,Sex combined,25,46,0.02004,25
2003,LL fishery,Sex combined,25,21,0.01169,25
2004,LL fishery,Sex combined,25,29,0.01253,25
2005,LL fishery,Sex combined,25,28,0.016,25
2006,LL fishery,Sex combined,25,29,0.01725,25
2007,LL fishery,Sex combined,25,20,0.01337,25
2008,LL fishery,Sex combined,25,22,0.01436,25
2009,LL fishery,Sex combined,25,21,0.01346,25
2010,LL fishery,Sex combined,25,13,0.00851,25
2011,LL fishery,Sex combined,25,13,0.00887,25
2012,LL fishery,Sex combined,25,15,0.00984,25
2013,LL fishery,Sex combined,25,8,0.00611,25
2014,LL fishery,Sex combined,25,11,0.00822,25
2015,LL fishery,Sex combined,25,17,0.01411,25
2016,LL fishery,Sex combined,25,19,0.01332,25
2017,LL fishery,Sex combined,25,23,0.0162,25
2018,LL fishery,Sex combined,25,28,0.02128,25
2019,LL fishery,Sex combined,25,36,0.02776,25
2002,LL survey,Sex combined,25,22,0.03303,25
2003,LL survey,Sex combined,25,15,0.01899,25
2004,LL survey,Sex combined,25,11,0.01416,25
2005,LL survey,Sex combined,25,10,0.01135,25
2006,LL survey,Sex combined,25,10,0.01353,25
2007,LL survey,Sex combined,25,5,0.00644,25
2008,LL survey,Sex combined,25,7,0.01142,25
2009,LL survey,Sex combined,25,6,0.00969,25
2010,LL survey,Sex combined,25,3,0.00496,25
2011,LL survey,Sex combined,25,6,0.00888,25
2012,LL survey,Sex combined,25,7,0.00964,25
2013,LL survey,Sex combined,25,5,0.00909,25
2014,LL survey,Sex combined,25,11,0.01947,25
2015,LL survey,Sex combined,25,4,0.00805,25
2016,LL survey,Sex combined,25,4,0.00719,25
2017,LL survey,Sex combined,25,3,0.00491,25
2018,LL survey,Sex combined,25,2,0.00344,25
2019,LL survey,Sex combined,25,4,0.00825,25
1997,LL survey,Sex combined,25,10,0.01862,25
1998,LL survey,Sex combined,25,2,0.00562,25
1999,LL survey,Sex combined,25,2,0.00588,25
2000,LL survey,Sex combined,25,16,0.03912,25
2001,LL survey,Sex combined,25,7,0.01528,25
2002,LL fishery,Female,26,20,0.01579,26
2003,LL fishery,Female,26,12,0.01166,26
2004,LL fishery,Female,26,24,0.01554,26
2005,LL fishery,Female,26,17,0.01363,26
2006,LL fishery,Female,26,14,0.01301,26
2007,LL fishery,Female,26,14,0.0142,26
2008,LL fishery,Female,26,16,0.01576,26
2009,LL fishery,Female,26,13,0.01243,26
2010,LL fishery,Female,26,12,0.01224,26
2011,LL fishery,Female,26,10,0.01088,26
2012,LL fishery,Female,26,4,0.00433,26
2013,LL fishery,Female,26,9,0.01372,26
2014,LL fishery,Female,26,7,0.00901,26
2015,LL fishery,Female,26,7,0.0093,26
2016,LL fishery,Female,26,6,0.00649,26
2017,LL fishery,Female,26,11,0.01325,26
2018,LL fishery,Female,26,16,0.01968,26
2019,LL fishery,Female,26,16,0.01988,26
2002,LL survey,Female,26,3,0.00987,26
2003,LL survey,Female,26,11,0.02813,26
2004,LL survey,Female,26,4,0.00976,26
2005,LL survey,Female,26,9,0.01758,26
2006,LL survey,Female,26,6,0.01429,26
2007,LL survey,Female,26,2,0.00458,26
2008,LL survey,Female,26,5,0.01471,26
2009,LL survey,Female,26,3,0.0082,26
2010,LL survey,Female,26,2,0.00625,26
2011,LL survey,Female,26,4,0.01096,26
2012,LL survey,Female,26,1,0.00246,26
2013,LL survey,Female,26,2,0.00766,26
2014,LL survey,Female,26,1,0.00346,26
2015,LL survey,Female,26,2,0.00683,26
2016,LL survey,Female,26,1,0.00314,26
2017,LL survey,Female,26,2,0.0057,26
2018,LL survey,Female,26,2,0.00567,26
2019,LL survey,Female,26,1,0.00361,26
1997,LL survey,Female,26,6,0.02273,26
1998,LL survey,Female,26,4,0.0202,26
1999,LL survey,Female,26,1,0.00641,26
2000,LL survey,Female,26,5,0.02315,26
2001,LL survey,Female,26,1,0.00546,26
2002,LL fishery,Male,26,33,0.0321,26
2003,LL fishery,Male,26,17,0.02214,26
2004,LL fishery,Male,26,14,0.01816,26
2005,LL fishery,Male,26,12,0.02386,26
2006,LL fishery,Male,26,10,0.01653,26
2007,LL fishery,Male,26,13,0.02549,26
2008,LL fishery,Male,26,14,0.02708,26
2009,LL fishery,Male,26,5,0.00973,26
2010,LL fishery,Male,26,7,0.01277,26
2011,LL fishery,Male,26,12,0.02194,26
2012,LL fishery,Male,26,10,0.01667,26
2013,LL fishery,Male,26,13,0.01988,26
2014,LL fishery,Male,26,14,0.02496,26
2015,LL fishery,Male,26,7,0.01549,26
2016,LL fishery,Male,26,5,0.00996,26
2017,LL fishery,Male,26,9,0.01525,26
2018,LL fishery,Male,26,11,0.02187,26
2019,LL fishery,Male,26,11,0.02236,26
2002,LL survey,Male,26,9,0.02486,26
2003,LL survey,Male,26,10,0.02506,26
2004,LL survey,Male,26,5,0.01362,26
2005,LL survey,Male,26,2,0.00542,26
2006,LL survey,Male,26,9,0.02821,26
2007,LL survey,Male,26,6,0.0177,26
2008,LL survey,Male,26,4,0.01465,26
2009,LL survey,Male,26,3,0.01186,26
2010,LL survey,Male,26,2,0.00702,26
2011,LL survey,Male,26,6,0.01929,26
2012,LL survey,Male,26,2,0.00627,26
2013,LL survey,Male,26,4,0.01384,26
2014,LL survey,Male,26,1,0.00362,26
2015,LL survey,Male,26,0,0,26
2016,LL survey,Male,26,3,0.01261,26
2017,LL survey,Male,26,1,0.00385,26
2018,LL survey,Male,26,2,0.00877,26
2019,LL survey,Male,26,0,0,26
1997,LL survey,Male,26,5,0.01832,26
1998,LL survey,Male,26,7,0.0443,26
1999,LL survey,Male,26,2,0.01087,26
2000,LL survey,Male,26,5,0.02591,26
2001,LL survey,Male,26,3,0.01091,26
2002,LL fishery,Sex combined,26,53,0.02309,26
2003,LL fishery,Sex combined,26,29,0.01614,26
2004,LL fishery,Sex combined,26,38,0.01641,26
2005,LL fishery,Sex combined,26,29,0.01657,26
2006,LL fishery,Sex combined,26,24,0.01428,26
2007,LL fishery,Sex combined,26,27,0.01805,26
2008,LL fishery,Sex combined,26,30,0.01958,26
2009,LL fishery,Sex combined,26,18,0.01154,26
2010,LL fishery,Sex combined,26,19,0.01243,26
2011,LL fishery,Sex combined,26,22,0.01501,26
2012,LL fishery,Sex combined,26,14,0.00919,26
2013,LL fishery,Sex combined,26,22,0.01679,26
2014,LL fishery,Sex combined,26,21,0.0157,26
2015,LL fishery,Sex combined,26,14,0.01162,26
2016,LL fishery,Sex combined,26,11,0.00771,26
2017,LL fishery,Sex combined,26,20,0.01408,26
2018,LL fishery,Sex combined,26,27,0.02052,26
2019,LL fishery,Sex combined,26,27,0.02082,26
